buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'WHIRLPOOL.NS': 0.25, 'SRF.NS': 0.25, 'RELAXO.NS': 0.25, 'NAUKRI.NS': 0.25}",81775.31,81527.31
2020-04-01,2020-07-01,"{'GMMPFAUDLR.NS': 0.24752475247524752, 'FINEORG.NS': 0.24752475247524752, 'JBCHEPHARM.NS': 0.24752475247524752, 'RELAXO.NS': 0.24752475247524752, 'NESTLEIND.NS': 0.009900990099009901}",104805.78,104217.94
2020-07-01,2020-10-01,"{'GMMPFAUDLR.NS': 0.24752475247524752, 'ALKYLAMINE.NS': 0.24752475247524752, 'NAVINFLUOR.NS': 0.24752475247524752, 'ADANIGREEN.NS': 0.24752475247524752, 'IOLCP.NS': 0.009900990099009901}",154077.21,152873.01
2020-10-01,2021-01-01,"{'GMMPFAUDLR.NS': 0.24752475247524752, 'ALKYLAMINE.NS': 0.24752475247524752, 'ADANIGREEN.NS': 0.24752475247524752, 'NAVINFLUOR.NS': 0.24752475247524752, 'JBCHEPHARM.NS': 0.009900990099009901}",186176.78,184296.7
2021-01-01,2021-04-01,"{'ADANIGREEN.NS': 0.24752475247524752, 'ALKYLAMINE.NS': 0.24752475247524752, 'LAURUSLABS.NS': 0.24752475247524752, 'DIXON.NS': 0.24752475247524752, 'GRANULES.NS': 0.009900990099009901}",228652.2,225848.19
2021-04-01,2021-07-01,"{'ADANIGREEN.NS': 0.24752475247524752, 'ALKYLAMINE.NS': 0.24752475247524752, 'DIXON.NS': 0.24752475247524752, 'LAURUSLABS.NS': 0.24752475247524752, 'DEEPAKNTR.NS': 0.009900990099009901}",318742.29,314203.49
2021-07-01,2021-10-01,"{'ALKYLAMINE.NS': 0.24752475247524752, 'LAURUSLABS.NS': 0.24752475247524752, 'BALAMINES.NS': 0.24752475247524752, 'TIPSINDLTD.NS': 0.24752475247524752, 'DEEPAKNTR.NS': 0.009900990099009901}",353989.1,348193.4
2021-10-01,2022-01-03,"{'BALAMINES.NS': 0.24752475247524752, 'FCL.NS': 0.24752475247524752, 'GREENPANEL.NS': 0.24752475247524752, 'TATAELXSI.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.009900990099009901}",370374.97,363505.99
2022-01-03,2022-04-01,"{'IEX.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.24752475247524752, 'KPITTECH.NS': 0.24752475247524752, 'BALAMINES.NS': 0.24752475247524752, 'GREENPANEL.NS': 0.009900990099009901}",369990.18,362303.34
2022-04-01,2022-07-01,"{'FCL.NS': 0.24752475247524752, 'GREENPANEL.NS': 0.24752475247524752, 'POWERINDIA.NS': 0.24752475247524752, 'SRF.NS': 0.009900990099009901, 'TATAELXSI.NS': 0.24752475247524752}",331344.14,323675.2
2022-07-01,2022-10-03,"{'GOKEX.NS': 0.24752475247524752, 'VRLLOG.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'FLUOROCHEM.NS': 0.24752475247524752, 'CGPOWER.NS': 0.009900990099009901}",400685.4,390596.56
2022-10-03,2023-01-02,"{'FCL.NS': 0.24752475247524752, 'SHOPERSTOP.NS': 0.24752475247524752, 'MAHSEAMLES.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'RAYMOND.NS': 0.009900990099009901}",337760.82,328436.36
2023-01-02,2023-04-03,"{'BDL.NS': 0.24752475247524752, 'RAYMOND.NS': 0.24752475247524752, 'BLS.NS': 0.24752475247524752, 'NAVA.NS': 0.24752475247524752, 'SHANTIGEAR.NS': 0.009900990099009901}",311707.55,302372.33
2023-04-03,2023-07-03,"{'ELECON.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'BLS.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'JWL.NS': 0.009900990099009901}",476344.41,461208.54
2023-07-03,2023-10-03,"{'JWL.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'JSL.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'SAFARI.NS': 0.009900990099009901}",744614.14,719648.98
2023-10-03,2023-12-29,"{'JWL.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'GRAVITA.NS': 0.24752475247524752, 'BLUESTARCO.NS': 0.009900990099009901}",876508.84,845416.56
