buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-11-02,2020-12-01,"{'ADANIGREEN.NS': 0.24997500249975002, 'TANLA.NS': 0.24997500249975002, 'JBCHEPHARM.NS': 0.18118188181181882, 'TIPSINDLTD.NS': 0.13278672132786723, 'DIXON.NS': 0.09559044095590441, 'ALKYLAMINE.NS': 0.09049095090490951}",249367.27,241651.28
2020-12-01,2021-01-01,"{'TIPSINDLTD.NS': 0.24997500249975002, 'ATGL.NS': 0.027997200279972004, 'DEEPAKNTR.NS': 0.22207779222077792, 'JBCHEPHARM.NS': 0.24997500249975002, 'VAIBHAVGBL.NS': 0.24997500249975002}",295866.22,286081.45
2021-01-01,2021-02-01,"{'ADANIGREEN.NS': 0.2499500099980004, 'TANLA.NS': 0.2499500099980004, 'DIXON.NS': 0.21185762847430514, 'TIPSINDLTD.NS': 0.1370725854829034, 'ALKYLAMINE.NS': 0.09958008398320335, 'VAIBHAVGBL.NS': 0.051589682063587286}",308391.16,297490.17
2021-02-01,2021-03-01,"{'ADANIGREEN.NS': 0.24997500249975002, 'TANLA.NS': 0.24997500249975002, 'ALKYLAMINE.NS': 0.19568043195680435, 'DIXON.NS': 0.14908509149085092, 'TIPSINDLTD.NS': 0.12088791120887911, 'TATAELXSI.NS': 0.034396560343965606}",369578.2,355740.37
2021-03-01,2021-04-01,"{'ADANIGREEN.NS': 0.25145845906256287, 'TANLA.NS': 0.25145845906256287, 'DIXON.NS': 0.25145845906256287, 'ATGL.NS': 0.09937638302152485, 'TIPSINDLTD.NS': 0.09404546368939852, 'ADANIENT.NS': 0.02987326493663247, 'VAIBHAVGBL.NS': 0.022329511164755584}",400458.37,384575.32
2021-04-01,2021-05-03,"{'TANLA.NS': 0.2522704339051463, 'ATGL.NS': 0.2522704339051463, 'ADANIGREEN.NS': 0.18587285570131182, 'SAREGAMA.NS': 0.17023208879919272, 'ADANIENT.NS': 0.08335015136226034, 'MASTEK.NS': 0.05600403632694248}",430155.62,412164.71
2021-05-03,2021-06-01,"{'TIPSINDLTD.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.24997500249975002, 'TATACONSUM.NS': 0.0836916308369163, 'METROPOLIS.NS': 0.15798420157984203, 'GARFIBRES.NS': 0.09349065093490651, 'NAVINFLUOR.NS': 0.1648835116488351}",530256.41,507016.87
2021-06-01,2021-07-01,"{'ADANIGREEN.NS': 0.20128630288413224, 'ALKYLAMINE.NS': 0.1346598331825947, 'ADANIENT.NS': 0.25123103205707964, 'DIXON.NS': 0.14872877097779116, 'LAURUSLABS.NS': 0.25123103205707964, 'VAIBHAVGBL.NS': 0.012863028841322479}",561609.66,535808.0
2021-07-01,2021-08-02,"{'TIPSINDLTD.NS': 0.24997500249975002, 'ADANIENT.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.21467853214678534, 'LAURUSLABS.NS': 0.20127987201279873, 'ATGL.NS': 0.04459554044595541, 'APLAPOLLO.NS': 0.03949605039496051}",556424.37,529642.93
2021-08-02,2021-09-01,"{'DIXON.NS': 0.04099590040995901, 'LAURUSLABS.NS': 0.12828717128287173, 'MASTEK.NS': 0.23067693230676936, 'DEEPAKNTR.NS': 0.043895610438956116, 'TATAELXSI.NS': 0.24997500249975008, 'CDSL.NS': 0.21827817218278175, 'COSMOFIRST.NS': 0.06079392060793922, 'BSOFT.NS': 0.027097290270972907}",567627.27,539050.62
2021-09-01,2021-10-01,"{'ATGL.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.24997500249975002, 'TIPSINDLTD.NS': 0.1678832116788321, 'BALAMINES.NS': 0.1526847315268473, 'TATAELXSI.NS': 0.09469053094690531, 'ADANIENT.NS': 0.057694230576942306, 'HGS.NS': 0.027097290270972903}",597278.38,565927.97
2021-10-01,2021-11-01,"{'ATGL.NS': 0.25, 'SAREGAMA.NS': 0.25, 'BALAMINES.NS': 0.2228, 'TATAELXSI.NS': 0.1738, 'SOMANYCERA.NS': 0.0717, 'TIPSINDLTD.NS': 0.0317}",584746.06,552769.46
2021-11-01,2021-12-01,"{'SAREGAMA.NS': 0.2518637920612533, 'ATGL.NS': 0.2518637920612533, 'TIPSINDLTD.NS': 0.23624823695345556, 'TATAELXSI.NS': 0.09268587547854121, 'PDSL.NS': 0.08210759621196857, 'BALAMINES.NS': 0.04412653636913157, 'IEX.NS': 0.04110417086439654}",593258.33,559521.24
2021-12-01,2022-01-03,"{'SAREGAMA.NS': 0.2433, 'KPITTECH.NS': 0.1753, 'TIPSINDLTD.NS': 0.1662, 'ATGL.NS': 0.1618, 'MANINFRA.NS': 0.1003, 'TATAELXSI.NS': 0.0763, 'PERSISTENT.NS': 0.0402, 'IEX.NS': 0.0366}",717614.68,675365.76
2022-01-03,2022-02-01,"{'SAREGAMA.NS': 0.24997500249975002, 'TIPSINDLTD.NS': 0.16548345165483452, 'CGPOWER.NS': 0.13598640135986403, 'ATGL.NS': 0.12328767123287672, 'KPITTECH.NS': 0.11488851114888511, 'RAJRATAN.NS': 0.09179082091790822, 'KPRMILL.NS': 0.0801919808019198, 'PDSL.NS': 0.038396160383961604}",739311.41,694193.11
2022-02-01,2022-03-02,"{'TIPSINDLTD.NS': 0.24997500249975002, 'ATGL.NS': 0.13698630136986303, 'CGPOWER.NS': 0.11588841115888411, 'FLUOROCHEM.NS': 0.10668933106689331, 'SAREGAMA.NS': 0.11018898110188982, 'KPITTECH.NS': 0.10678932106789321, 'RAJRATAN.NS': 0.10288971102889712, 'GOKEX.NS': 0.0705929407059294}",603959.6,565629.48
2022-03-02,2022-04-01,"{'FLUOROCHEM.NS': 0.20177982201779823, 'TIPSINDLTD.NS': 0.18008199180081993, 'KPITTECH.NS': 0.1511848815118488, 'RAJRATAN.NS': 0.12198780121987801, 'TRIDENT.NS': 0.11878812118788122, 'GOKEX.NS': 0.10568943105689431, 'KPRMILL.NS': 0.0644935506449355, 'SAREGAMA.NS': 0.05599440055994401}",663922.32,620386.68
2022-04-01,2022-05-02,"{'TIPSINDLTD.NS': 0.24997500249975002, 'GOKEX.NS': 0.24997500249975002, 'FLUOROCHEM.NS': 0.24997500249975002, 'TATAELXSI.NS': 0.12738726127387262, 'GREENPANEL.NS': 0.09009099090090991, 'KPITTECH.NS': 0.0325967403259674}",648917.14,604955.44
2022-05-02,2022-06-01,"{'GOKEX.NS': 0.20017998200179982, 'GANESHHOUC.NS': 0.19878012198780123, 'TIPSINDLTD.NS': 0.18238176182381763, 'FLUOROCHEM.NS': 0.16008399160083991, 'POLYPLEX.NS': 0.12688731126887312, 'CGPOWER.NS': 0.0806919308069193, 'JSWENERGY.NS': 0.050994900509949}",629867.74,585803.57
2022-06-01,2022-07-01,"{'GOKEX.NS': 0.2521686503933831, 'GANESHHOUC.NS': 0.2521686503933831, 'FLUOROCHEM.NS': 0.2521686503933831, 'TATAELXSI.NS': 0.12880774662094008, 'POLYPLEX.NS': 0.08129917288682671, 'CGPOWER.NS': 0.033387129312083916}",545865.82,506406.24
2022-07-01,2022-08-01,"{'CGPOWER.NS': 0.24999999999999994, 'FLUOROCHEM.NS': 0.18009999999999998, 'GANESHHOUC.NS': 0.16299999999999998, 'ATGL.NS': 0.15549999999999997, 'LINDEINDIA.NS': 0.09929999999999997, 'GOKEX.NS': 0.09349999999999999, 'MAHLIFE.NS': 0.058599999999999985}",646222.12,598198.98
2022-08-01,2022-09-01,"{'CGPOWER.NS': 0.25, 'ATGL.NS': 0.25, 'ELECON.NS': 0.1301, 'GANESHHOUC.NS': 0.1275, 'LINDEINDIA.NS': 0.1039, 'PGEL.NS': 0.0715, 'SHOPERSTOP.NS': 0.056, 'TATAELXSI.NS': 0.011}",681513.29,629411.53
2022-09-01,2022-10-03,"{'ADANIPOWER.NS': 0.24997500249975002, 'CGPOWER.NS': 0.24997500249975002, 'GANESHHOUC.NS': 0.16518348165183483, 'ATGL.NS': 0.1250874912508749, 'FCL.NS': 0.11008899110088992, 'ELECON.NS': 0.0527947205279472, 'APARINDS.NS': 0.0468953104689531}",658049.73,606285.76
2022-10-03,2022-11-01,"{'ADANIPOWER.NS': 0.2499500099980004, 'SHOPERSTOP.NS': 0.2499500099980004, 'SCHAEFFLER.NS': 0.21405718856228756, 'FCL.NS': 0.13597280543891224, 'ELECON.NS': 0.050689862027594484, 'ATGL.NS': 0.041591681663667265, 'APARINDS.NS': 0.03309338132373525, 'BLS.NS': 0.02469506098780244}",650812.67,598177.99
2022-11-01,2022-12-01,"{'ADANIPOWER.NS': 0.2515343595935205, 'BLS.NS': 0.2515343595935205, 'FCL.NS': 0.23835395915082, 'RAYMOND.NS': 0.10473890733474192, 'ATGL.NS': 0.08391186236039844, 'APARINDS.NS': 0.06992655196699869}",662794.17,607780.48
2022-12-01,2023-01-02,"{'BLS.NS': 0.25, 'MAZDOCK.NS': 0.25, 'FCL.NS': 0.2461, 'APARINDS.NS': 0.0865, 'HAL.NS': 0.0834, 'ATGL.NS': 0.0736, 'SHOPERSTOP.NS': 0.0104}",598790.3,547710.1
2023-01-02,2023-02-01,"{'BLS.NS': 0.24997500249975002, 'MAZDOCK.NS': 0.18248175182481752, 'APARINDS.NS': 0.14998500149985, 'HAL.NS': 0.1321867813218678, 'SHOPERSTOP.NS': 0.1055894410558944, 'VBL.NS': 0.09199080091990801, 'ATGL.NS': 0.057394260573942604, 'RAYMOND.NS': 0.030396960303969604}",571832.83,521748.25
2023-02-01,2023-03-01,"{'BLS.NS': 0.25, 'APARINDS.NS': 0.2174, 'SAFARI.NS': 0.1754, 'USHAMART.NS': 0.0997, 'TITAGARH.NS': 0.0803, 'ELECON.NS': 0.0624, 'RAYMOND.NS': 0.0574, 'SHOPERSTOP.NS': 0.0574}",598201.05,544502.98
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.25, 'SAFARI.NS': 0.2301, 'TITAGARH.NS': 0.1943, 'BLS.NS': 0.1914, 'ELECON.NS': 0.1342}",655128.26,594985.07
2023-04-03,2023-05-02,"{'APARINDS.NS': 0.24997500249975002, 'TITAGARH.NS': 0.24107589241075894, 'BLS.NS': 0.1691830816918308, 'ELECON.NS': 0.15108489151084892, 'SAFARI.NS': 0.11298870112988701, 'VBL.NS': 0.0756924307569243}",731645.58,662989.82
2023-05-02,2023-06-01,"{'TITAGARH.NS': 0.254530645489717, 'APARINDS.NS': 0.254530645489717, 'SAFARI.NS': 0.254530645489717, 'SAKSOFT.NS': 0.16279780085522297, 'ELECON.NS': 0.07361026267562615}",810786.4,733079.27
2023-06-01,2023-07-03,"{'TITAGARH.NS': 0.24997500249975002, 'SAFARI.NS': 0.2263773622637736, 'APARINDS.NS': 0.20207979202079793, 'SAKSOFT.NS': 0.11348865113488651, 'JSL.NS': 0.10858914108589142, 'VBL.NS': 0.0425957404259574, 'ELECON.NS': 0.03449655034496551, 'TRITURBINE.NS': 0.022397760223977603}",1016907.66,917485.52
2023-07-03,2023-08-01,"{'TITAGARH.NS': 0.24997500249975002, 'JSL.NS': 0.1782821717828217, 'SAFARI.NS': 0.16998300169983002, 'SAKSOFT.NS': 0.15528447155284472, 'APARINDS.NS': 0.12468753124687532, 'JBMA.NS': 0.0754924507549245, 'TRITURBINE.NS': 0.0313968603139686, 'SBCL.NS': 0.014898510148985102}",1119936.1,1008168.96
2023-08-01,2023-09-01,"{'TITAGARH.NS': 0.24997500249975002, 'JSL.NS': 0.204979502049795, 'SAKSOFT.NS': 0.1146885311468853, 'APARINDS.NS': 0.10258974102589741, 'JBMA.NS': 0.10028997100289971, 'ACE.NS': 0.09799020097990202, 'SAFARI.NS': 0.08109189081091892, 'SBCL.NS': 0.0483951604839516}",1291821.41,1160356.5
2023-09-01,2023-10-03,"{'TITAGARH.NS': 0.24997500249975002, 'MAZDOCK.NS': 0.24997500249975002, 'APARINDS.NS': 0.20327967203279673, 'JBMA.NS': 0.1733826617338266, 'SAKSOFT.NS': 0.06939306069393061, 'ACE.NS': 0.05399460053994601}",1324550.27,1187036.64
2023-10-03,2023-11-01,"{'TITAGARH.NS': 0.192980701929807, 'JSL.NS': 0.18398160183981602, 'APARINDS.NS': 0.16098390160983903, 'JWL.NS': 0.13958604139586042, 'RVNL.NS': 0.11788821117888212, 'MAZDOCK.NS': 0.12058794120587941, 'JBMA.NS': 0.056394360563943605, 'RECLTD.NS': 0.027597240275972403}",1232021.2,1101425.86
2023-11-01,2023-12-01,"{'TITAGARH.NS': 0.2362, 'ANANDRATHI.NS': 0.2063, 'SAKSOFT.NS': 0.1443, 'APARINDS.NS': 0.13, 'RECLTD.NS': 0.1305, 'CHENNPETRO.NS': 0.0896, 'WONDERLA.NS': 0.032, 'BECTORFOOD.NS': 0.0311}",1462670.18,1304801.84
2023-12-01,2023-12-29,"{'ANANDRATHI.NS': 0.24997500249975002, 'TITAGARH.NS': 0.19878012198780123, 'APARINDS.NS': 0.13808619138086192, 'CHENNPETRO.NS': 0.11028897110288971, 'RECLTD.NS': 0.11958804119588042, 'AGI.NS': 0.071992800719928, 'NEULANDLAB.NS': 0.062993700629937, 'GRAVITA.NS': 0.048295170482951705}",1508877.44,1342917.88
