buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'ABBOTINDIA.NS': 0.2, 'RELAXO.NS': 0.2, 'NAUKRI.NS': 0.2, 'BALRAMCHIN.NS': 0.2, 'SRF.NS': 0.2}",85654.85,85384.85
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'GMMPFAUDLR.NS': 0.25, 'ABBOTINDIA.NS': 0.25}",130458.23,129763.0
2020-07-01,2020-10-01,"{'ADANIGREEN.NS': 0.2, 'JBCHEPHARM.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'IPCALAB.NS': 0.2, 'NAVINFLUOR.NS': 0.2}",186558.34,185164.14
2020-10-01,2021-01-01,"{'ADANIGREEN.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.1008910891089109, 'IOLCP.NS': 0.18326732673267326, 'JBCHEPHARM.NS': 0.17049504950495048, 'IPCALAB.NS': 0.19801980198019803, 'GRANULES.NS': 0.1493069306930693}",205728.06,203698.6
2021-01-01,2021-04-01,"{'ADANIGREEN.NS': 0.20202020202020204, 'ALKYLAMINE.NS': 0.19191919191919193, 'JBCHEPHARM.NS': 0.20202020202020204, 'DIXON.NS': 0.20202020202020204, 'LAURUSLABS.NS': 0.20202020202020204}",252734.35,249701.18
2021-04-01,2021-07-01,"{'BALAMINES.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'DIXON.NS': 0.25, 'LAURUSLABS.NS': 0.25}",350508.48,345633.88
2021-07-01,2021-10-01,"{'TIPSINDLTD.NS': 0.25, 'LAURUSLABS.NS': 0.25, 'APLAPOLLO.NS': 0.25, 'ADANIENT.NS': 0.25}",331306.74,325951.18
2021-10-01,2022-01-03,"{'ADANIENT.NS': 0.2, 'GREENPANEL.NS': 0.2, 'TATAELXSI.NS': 0.2, 'BALAMINES.NS': 0.2, 'SAREGAMA.NS': 0.2}",380950.95,373997.89
2022-01-03,2022-04-01,"{'TTML.NS': 0.19801980198019803, 'KPITTECH.NS': 0.009900990099009901, 'TIPSINDLTD.NS': 0.19801980198019803, 'CGPOWER.NS': 0.19801980198019803, 'TRIDENT.NS': 0.19801980198019803, 'SAREGAMA.NS': 0.19801980198019803}",368577.1,361003.89
2022-04-01,2022-07-01,"{'FLUOROCHEM.NS': 0.2, 'TIPSINDLTD.NS': 0.2, 'TATAELXSI.NS': 0.2, 'GOKEX.NS': 0.2, 'TRIDENT.NS': 0.2}",309810.7,302684.97
2022-07-01,2022-10-03,"{'ATGL.NS': 0.25, 'GANESHHOUC.NS': 0.25, 'CGPOWER.NS': 0.25, 'FLUOROCHEM.NS': 0.25}",419504.36,409059.65
2022-10-03,2023-01-02,"{'MAHSEAMLES.NS': 0.2, 'INGERRAND.NS': 0.2, 'SHOPERSTOP.NS': 0.2, 'SCHAEFFLER.NS': 0.2, 'ADANIPOWER.NS': 0.2}",372196.05,362054.21
2023-01-02,2023-04-03,"{'BLS.NS': 0.19801980198019803, 'ADANIPOWER.NS': 0.19801980198019803, 'VBL.NS': 0.19801980198019803, 'APARINDS.NS': 0.19801980198019803, 'SHOPERSTOP.NS': 0.009900990099009901, 'HAL.NS': 0.19801980198019803}",384552.21,373215.68
2023-04-03,2023-07-03,"{'BLS.NS': 0.2, 'SAFARI.NS': 0.2, 'TITAGARH.NS': 0.2, 'APARINDS.NS': 0.2, 'ELECON.NS': 0.2}",577610.1,559537.26
2023-07-03,2023-10-03,"{'SAFARI.NS': 0.2, 'TITAGARH.NS': 0.2, 'SAKSOFT.NS': 0.2, 'APARINDS.NS': 0.2, 'JSL.NS': 0.2}",800212.01,773714.18
2023-10-03,2023-12-29,"{'TITAGARH.NS': 0.25, 'JSL.NS': 0.25, 'APARINDS.NS': 0.25, 'JWL.NS': 0.25}",926213.85,893751.66
