buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'GRSE.NS': 0.24997500249975002, 'NAM-INDIA.NS': 0.23697630236976303, 'AAVAS.NS': 0.14528547145285473, 'BRIGADE.NS': 0.07269273072692731, 'ICICIPRULI.NS': 0.1307869213078692, 'LALPATHLAB.NS': 0.16428357164283572}",73322.52,73052.52
2020-04-01,2020-07-01,"{'NESTLEIND.NS': 0.24992499249924993, 'DIVISLAB.NS': 0.25002500250025, 'ADANIGREEN.NS': 0.25002500250025, 'IPCALAB.NS': 0.25002500250025}",104283.17,103655.16
2020-07-01,2020-10-01,"{'GMMPFAUDLR.NS': 0.25, 'TORNTPHARM.NS': 0.25, 'DIVISLAB.NS': 0.25, 'ALKYLAMINE.NS': 0.25}",130295.84,129211.18
2020-10-01,2021-01-01,"{'JBCHEPHARM.NS': 0.25, 'DEEPAKNTR.NS': 0.25, 'ALKYLAMINE.NS': 0.25, 'DRREDDY.NS': 0.25}",145555.91,144004.22
2021-01-01,2021-04-01,"{'JBCHEPHARM.NS': 0.11578842115788421, 'DEEPAKNTR.NS': 0.24997500249975002, 'DIVISLAB.NS': 0.24997500249975002, 'ALKYLAMINE.NS': 0.24997500249975002, 'DRREDDY.NS': 0.13428657134286573}",186746.18,184340.38
2021-04-01,2021-07-01,"{'AUBANK.NS': 0.09659034096590341, 'CGCL.NS': 0.11488851114888511, 'TIINDIA.NS': 0.24997500249975002, 'TANLA.NS': 0.24997500249975002, 'LINDEINDIA.NS': 0.24997500249975002, 'ALKYLAMINE.NS': 0.03859614038596141}",189104.24,186194.06
2021-07-01,2021-10-01,"{'AAVAS.NS': 0.08779122087791222, 'DEEPAKNTR.NS': 0.24997500249975002, 'CGCL.NS': 0.24997500249975002, 'ATUL.NS': 0.0461953804619538, 'ALKYLAMINE.NS': 0.24997500249975002, 'APOLLOHOSP.NS': 0.1160883911608839}",207973.14,204274.58
2021-10-01,2022-01-03,"{'COSMOFIRST.NS': 0.25, 'BAJAJFINSV.NS': 0.25, 'MASTEK.NS': 0.25, 'SRF.NS': 0.25}",209465.87,205256.76
2022-01-03,2022-04-01,"{'NEOGEN.NS': 0.25, 'TECHM.NS': 0.25, 'UNOMINDA.NS': 0.25, 'KPRMILL.NS': 0.25}",185199.65,181018.16
2022-04-01,2022-07-01,"{'SFL.NS': 0.24997500249975002, 'GREENPANEL.NS': 0.24997500249975002, 'NH.NS': 0.24997500249975002, 'SCHAEFFLER.NS': 0.10958904109589042, 'GRAVITA.NS': 0.14048595140485953}",155994.75,152047.66
2022-07-01,2022-10-03,"{'RAYMOND.NS': 0.06409359064093591, 'FINEORG.NS': 0.11328867113288671, 'SCHAEFFLER.NS': 0.24997500249975002, 'MAHSEAMLES.NS': 0.11298870112988701, 'ADANIGREEN.NS': 0.2096790320967903, 'SHOPERSTOP.NS': 0.24997500249975002}",208399.49,202664.42
2022-10-03,2023-01-02,"{'FINEORG.NS': 0.24537546245375458, 'SCHAEFFLER.NS': 0.24997500249974997, 'ADANIPOWER.NS': 0.24997500249974997, 'BDL.NS': 0.0682931706829317, 'SHOPERSTOP.NS': 0.1863813618638136}",184480.81,178928.97
2023-01-02,2023-04-03,"{'IIFL.NS': 0.2405, 'TVSMOTOR.NS': 0.0408, 'ADANIENT.NS': 0.25, 'HAL.NS': 0.25, 'BLS.NS': 0.2187}",161314.0,156029.35
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.24997500249975002, 'VBL.NS': 0.1681831816818318, 'CGPOWER.NS': 0.24917508249175083, 'AUTOAXLES.NS': 0.0364963503649635, 'JWL.NS': 0.0461953804619538, 'TITAGARH.NS': 0.24997500249975002}",232292.7,224190.79
2023-07-03,2023-10-03,"{'KEI.NS': 0.23207679232076792, 'APARINDS.NS': 0.1494850514948505, 'TITAGARH.NS': 0.24997500249975002, 'ACE.NS': 0.11848815118488151, 'SAKSOFT.NS': 0.24997500249975002}",302023.69,290874.7
2023-10-03,2023-12-29,"{'KEI.NS': 0.13267346530693863, 'TI.NS': 0.1964607078584283, 'APARINDS.NS': 0.2499500099980004, 'POLYCAB.NS': 0.2499500099980004, 'CGPOWER.NS': 0.1709658068386323}",330997.31,318063.78
