buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'LALPATHLAB.NS': 0.24752475247524752, 'NAM-INDIA.NS': 0.24752475247524752, 'GRSE.NS': 0.24752475247524752, 'HDFCAMC.NS': 0.24752475247524752, 'AAVAS.NS': 0.009900990099009901}",76320.73,76060.73
2020-04-01,2020-07-01,"{'ABBOTINDIA.NS': 0.24752475247524752, 'GMMPFAUDLR.NS': 0.24752475247524752, 'ADANIGREEN.NS': 0.24752475247524752, 'IPCALAB.NS': 0.24752475247524752, 'JBCHEPHARM.NS': 0.009900990099009901}",116146.12,115475.45
2020-07-01,2020-10-01,"{'ABBOTINDIA.NS': 0.0676836044044853, 'ALKYLAMINE.NS': 0.1734518638246287, 'DIVISLAB.NS': 0.25255076270330334, 'GMMPFAUDLR.NS': 0.2196181432467926, 'NESTLEIND.NS': 0.06970401050611173, 'TORNTPHARM.NS': 0.21699161531467823}",140293.62,139129.51
2020-10-01,2021-01-01,"{'ALKYLAMINE.NS': 0.24752475247524752, 'DEEPAKNTR.NS': 0.24752475247524752, 'DRREDDY.NS': 0.24752475247524752, 'IPCALAB.NS': 0.009900990099009901, 'JBCHEPHARM.NS': 0.24752475247524752}",156521.7,154842.93
2021-01-01,2021-04-01,"{'ALKYLAMINE.NS': 0.24752475247524752, 'DEEPAKNTR.NS': 0.24752475247524752, 'DIVISLAB.NS': 0.24752475247524752, 'DRREDDY.NS': 0.009900990099009901, 'JBCHEPHARM.NS': 0.24752475247524752}",207533.38,204862.49
2021-04-01,2021-07-01,"{'DEEPAKNTR.NS': 0.24752475247524752, 'LINDEINDIA.NS': 0.24752475247524752, 'TANLA.NS': 0.24752475247524752, 'TIINDIA.NS': 0.24752475247524752, 'AUBANK.NS': 0.009900990099009901}",207999.44,204822.55
2021-07-01,2021-10-01,"{'ALKYLAMINE.NS': 0.24752475247524752, 'DALMIASUG.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'ADANIENT.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.009900990099009901}",202401.19,198814.81
2021-10-01,2022-01-03,"{'SRF.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.24752475247524752, 'BAJAJFINSV.NS': 0.24752475247524752, 'MASTEK.NS': 0.24752475247524752, 'ALKYLAMINE.NS': 0.009900990099009901}",203792.41,199691.38
2022-01-03,2022-04-01,"{'NEOGEN.NS': 0.24752475247524752, 'UNOMINDA.NS': 0.24752475247524752, 'KPRMILL.NS': 0.24752475247524752, 'MANINFRA.NS': 0.24752475247524752, 'VTL.NS': 0.009900990099009901}",191704.32,187366.55
2022-04-01,2022-07-01,"{'GREENPANEL.NS': 0.24752475247524752, 'JBMA.NS': 0.24752475247524752, 'SHOPERSTOP.NS': 0.24752475247524752, 'TRIDENT.NS': 0.24752475247524752, 'GRAVITA.NS': 0.009900990099009901}",165528.12,161342.65
2022-07-01,2022-10-03,"{'ADANIGREEN.NS': 0.24752475247524752, 'RAYMOND.NS': 0.24752475247524752, 'SHOPERSTOP.NS': 0.24752475247524752, 'FCL.NS': 0.22960396039603959, 'SCHAEFFLER.NS': 0.027821782178217822}",237795.37,231297.58
2022-10-03,2023-01-02,"{'ADANIPOWER.NS': 0.24752475247524752, 'FINEORG.NS': 0.24752475247524752, 'FCL.NS': 0.24752475247524752, 'JWL.NS': 0.24752475247524752, 'SCHAEFFLER.NS': 0.009900990099009901}",221909.83,215306.11
2023-01-02,2023-04-03,"{'ADANIENT.NS': 0.24752475247524752, 'BLS.NS': 0.24752475247524752, 'JWL.NS': 0.24752475247524752, 'VBL.NS': 0.24752475247524752, 'SHANTIGEAR.NS': 0.009900990099009901}",193365.1,187110.83
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.24752475247524752, 'JWL.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'VBL.NS': 0.24752475247524752, 'CIEINDIA.NS': 0.009900990099009901}",302006.98,291658.76
2023-07-03,2023-10-03,"{'APARINDS.NS': 0.24752475247524752, 'SAKSOFT.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'BLUESTARCO.NS': 0.17267326732673266, 'RKFORGE.NS': 0.08475247524752474}",403801.21,389175.03
2023-10-03,2023-12-29,"{'SAKSOFT.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'RKFORGE.NS': 0.24752475247524752, 'JBMA.NS': 0.24752475247524752, 'APARINDS.NS': 0.009900990099009901}",460502.4,442877.43
