buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2021-07-01,2021-08-02,"{'SAREGAMA.NS': 0.24752475247524752, 'RAJRATAN.NS': 0.24752475247524752, 'PRAJIND.NS': 0.24752475247524752, 'TIPSINDLTD.NS': 0.24752475247524752, 'ADANIENT.NS': 0.009900990099009901}",510170.39,486052.66
2021-08-02,2021-09-01,"{'SAREGAMA.NS': 0.24752475247524752, 'RAJRATAN.NS': 0.24752475247524752, 'JSWENERGY.NS': 0.24752475247524752, 'GPIL.NS': 0.24752475247524752, 'ELECON.NS': 0.009900990099009901}",446190.37,424057.22
2021-09-01,2021-10-01,"{'RAJRATAN.NS': 0.24752475247524752, 'ELECON.NS': 0.24752475247524752, 'JSWENERGY.NS': 0.24752475247524752, 'SAREGAMA.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.009900990099009901}",516323.15,489666.08
2021-10-01,2021-11-01,"{'ELECON.NS': 0.14285714285714285, 'RAJRATAN.NS': 0.14285714285714285, 'BALAMINES.NS': 0.14285714285714285, 'JSWENERGY.NS': 0.14285714285714285, 'CYIENT.NS': 0.14285714285714285, 'POLYCAB.NS': 0.14285714285714285, 'ORIENTCEM.NS': 0.14285714285714285}",501385.75,474365.88
2021-11-01,2021-12-01,"{'JSWENERGY.NS': 0.24752475247524752, 'GANESHHOUC.NS': 0.24752475247524752, 'MANINFRA.NS': 0.24752475247524752, 'COSMOFIRST.NS': 0.24752475247524752, 'IRCTC.NS': 0.009900990099009901}",461188.86,435290.22
2021-12-01,2022-01-03,"{'MANINFRA.NS': 0.24752475247524752, 'TIIL.NS': 0.24752475247524752, 'GANESHHOUC.NS': 0.24752475247524752, 'BCG.NS': 0.24752475247524752, 'IRCTC.NS': 0.009900990099009901}",469761.74,442366.68
2022-01-03,2022-02-01,"{'MANINFRA.NS': 0.24752475247524752, 'BCG.NS': 0.24752475247524752, 'SHAREINDIA.NS': 0.24752475247524752, 'KPITTECH.NS': 0.24752475247524752, 'GANESHHOUC.NS': 0.009900990099009901}",510520.87,479683.86
2022-02-01,2022-03-02,"{'KPITTECH.NS': 0.24752475247524752, 'TRIDENT.NS': 0.24752475247524752, 'MANINFRA.NS': 0.24752475247524752, 'SHAREINDIA.NS': 0.24752475247524752, 'GOKEX.NS': 0.009900990099009901}",439674.35,412081.68
2022-03-02,2022-04-01,"{'TRIDENT.NS': 0.24752475247524752, 'SHAREINDIA.NS': 0.24752475247524752, 'MANINFRA.NS': 0.24752475247524752, 'GREENPANEL.NS': 0.24752475247524752, 'GOKEX.NS': 0.009900990099009901}",502127.55,469590.5
2022-04-01,2022-05-02,"{'GOKEX.NS': 0.24752475247524752, 'TRIDENT.NS': 0.24752475247524752, 'GREENPANEL.NS': 0.24752475247524752, 'JINDWORLD.NS': 0.24752475247524752, 'KPITTECH.NS': 0.009900990099009901}",522526.1,487562.26
2022-05-02,2022-06-01,"{'JINDWORLD.NS': 0.24752475247524752, 'GOKEX.NS': 0.24752475247524752, 'EASEMYTRIP.NS': 0.24752475247524752, 'TRIVENI.NS': 0.24752475247524752, 'MINDACORP.NS': 0.009900990099009901}",495672.66,461405.67
2022-06-01,2022-07-01,"{'GOKEX.NS': 0.2475002475002475, 'BLS.NS': 0.2475002475002475, 'RAYMOND.NS': 0.22463122463122462, 'HBLPOWER.NS': 0.14770814770814772, 'SCHAEFFLER.NS': 0.13266013266013266}",445239.45,413434.02
2022-07-01,2022-08-01,"{'BLS.NS': 0.24752475247524752, 'HBLPOWER.NS': 0.24752475247524752, 'HAL.NS': 0.24752475247524752, 'MAHLIFE.NS': 0.24752475247524752, 'VRLLOG.NS': 0.009900990099009901}",478566.35,443375.23
2022-08-01,2022-09-01,"{'ATGL.NS': 0.24752475247524752, 'VOLTAMP.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'BLS.NS': 0.24752475247524752, 'GANESHHOUC.NS': 0.009900990099009901}",510830.49,472196.84
2022-09-01,2022-10-03,"{'ATGL.NS': 0.24752475247524752, 'GESHIP.NS': 0.24752475247524752, 'SHOPERSTOP.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'SCHAEFFLER.NS': 0.009900990099009901}",493280.71,454889.33
2022-10-03,2022-11-01,"{'FINEORG.NS': 0.24752475247524752, 'BLS.NS': 0.24752475247524752, 'FCL.NS': 0.24752475247524752, 'ADANIPOWER.NS': 0.24752475247524752, 'SCHAEFFLER.NS': 0.009900990099009901}",489463.39,450304.11
2022-11-01,2022-12-01,"{'BLS.NS': 0.24752475247524752, 'FCL.NS': 0.24752475247524752, 'TVSMOTOR.NS': 0.24752475247524752, 'KARURVYSYA.NS': 0.24752475247524752, 'SHANTIGEAR.NS': 0.009900990099009901}",485598.23,445688.18
2022-12-01,2023-01-02,"{'BLS.NS': 0.24752475247524752, 'UJJIVAN.NS': 0.24752475247524752, 'KARURVYSYA.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'TITAGARH.NS': 0.009900990099009901}",502739.94,460351.06
2023-01-02,2023-02-01,"{'KARURVYSYA.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'UJJIVAN.NS': 0.24752475247524752, 'KTKBANK.NS': 0.24752475247524752, 'APARINDS.NS': 0.009900990099009901}",470629.78,429893.29
2023-02-01,2023-03-01,"{'INDIANB.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'KARURVYSYA.NS': 0.24752475247524752, 'RVNL.NS': 0.24752475247524752, 'SAFARI.NS': 0.009900990099009901}",432582.35,394154.15
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.24752475247524752, 'KARURVYSYA.NS': 0.24752475247524752, 'EQUITASBNK.NS': 0.24752475247524752, 'FINCABLES.NS': 0.24752475247524752, 'BECTORFOOD.NS': 0.009900990099009901}",447846.15,407097.0
2023-04-03,2023-05-02,"{'APARINDS.NS': 0.24752475247524752, 'FINCABLES.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'SUNFLAG.NS': 0.24752475247524752, 'SONATSOFTW.NS': 0.009900990099009901}",496443.82,450247.81
2023-05-02,2023-06-01,"{'APARINDS.NS': 0.24752475247524752, 'FINCABLES.NS': 0.24752475247524752, 'SAKSOFT.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'MARKSANS.NS': 0.009900990099009901}",519864.8,470389.38
2023-06-01,2023-07-03,"{'RKFORGE.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'SAKSOFT.NS': 0.24752475247524752, 'BECTORFOOD.NS': 0.009900990099009901}",678924.15,613031.09
2023-07-03,2023-08-01,"{'BECTORFOOD.NS': 0.24752475247524752, 'SAKSOFT.NS': 0.24752475247524752, 'APARINDS.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'SONATSOFTW.NS': 0.009900990099009901}",743699.1,670014.3
2023-08-01,2023-09-01,"{'TITAGARH.NS': 0.24752475247524752, 'KIRLOSBROS.NS': 0.24752475247524752, 'JBMA.NS': 0.24752475247524752, 'NEULANDLAB.NS': 0.24752475247524752, 'APARINDS.NS': 0.009900990099009901}",816863.78,734284.91
2023-09-01,2023-10-03,"{'RKFORGE.NS': 0.24752475247524752, 'JBMA.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'NEULANDLAB.NS': 0.24752475247524752, 'KIRLOSBROS.NS': 0.009900990099009901}",758600.89,680251.97
2023-10-03,2023-11-01,"{'RECLTD.NS': 0.24752475247524752, 'KAYNES.NS': 0.24752475247524752, 'TITAGARH.NS': 0.24752475247524752, 'JWL.NS': 0.24752475247524752, 'CHENNPETRO.NS': 0.009900990099009901}",742095.35,663866.14
2023-11-01,2023-12-01,"{'KAYNES.NS': 0.24752475247524752, 'RECLTD.NS': 0.24752475247524752, 'JINDALSAW.NS': 0.24752475247524752, 'NEWGEN.NS': 0.24752475247524752, 'AGI.NS': 0.009900990099009901}",871115.89,777590.77
2023-12-01,2023-12-29,"{'RECLTD.NS': 0.24752475247524752, 'PFC.NS': 0.24752475247524752, 'MAHSEAMLES.NS': 0.24752475247524752, 'ANANDRATHI.NS': 0.24752475247524752, 'WELCORP.NS': 0.009900990099009901}",887389.64,790277.33
