buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'PIIND.NS': 0.19801980198019803, 'ICICIPRULI.NS': 0.19801980198019803, 'NESCO.NS': 0.19801980198019803, 'LALPATHLAB.NS': 0.19801980198019803, 'ICICIGI.NS': 0.19801980198019803, 'BRIGADE.NS': 0.009900990099009901}",78693.48,78417.48
2020-04-01,2020-07-01,"{'FINEORG.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'IPCALAB.NS': 0.2}",111450.8,110784.91
2020-07-01,2020-10-01,"{'NAVINFLUOR.NS': 0.19801980198019803, 'NESTLEIND.NS': 0.009900990099009901, 'DIVISLAB.NS': 0.19801980198019803, 'GMMPFAUDLR.NS': 0.19801980198019803, 'ABBOTINDIA.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803}",135995.58,134835.04
2020-10-01,2021-01-01,"{'NAVINFLUOR.NS': 0.19801980198019803, 'DEEPAKNTR.NS': 0.009900990099009901, 'GRANULES.NS': 0.19801980198019803, 'JBCHEPHARM.NS': 0.19801980198019803, 'ALKYLAMINE.NS': 0.19801980198019803, 'IPCALAB.NS': 0.19801980198019803}",146441.29,144807.61
2021-01-01,2021-04-01,"{'NAVINFLUOR.NS': 0.19801980198019803, 'DEEPAKNTR.NS': 0.19801980198019803, 'DIVISLAB.NS': 0.19801980198019803, 'JBCHEPHARM.NS': 0.19801980198019803, 'DRREDDY.NS': 0.009900990099009901, 'ALKYLAMINE.NS': 0.19801980198019803}",186117.68,183609.38
2021-04-01,2021-07-01,"{'DIXON.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'ALKYLAMINE.NS': 0.25}",218623.79,215205.41
2021-07-01,2021-10-01,"{'SUBEXLTD.NS': 0.19191919191919193, 'ADANIENT.NS': 0.20202020202020204, 'ALKYLAMINE.NS': 0.20202020202020204, 'LAURUSLABS.NS': 0.20202020202020204, 'DIXON.NS': 0.20202020202020204}",216989.77,213076.94
2021-10-01,2022-01-03,"{'COSMOFIRST.NS': 0.20202020202020204, 'APLAPOLLO.NS': 0.20202020202020204, 'MASTEK.NS': 0.19383838383838384, 'ALKYLAMINE.NS': 0.2001010101010101, 'DIXON.NS': 0.20202020202020204}",225152.71,220567.68
2022-01-03,2022-04-01,"{'PERSISTENT.NS': 0.2, 'MANINFRA.NS': 0.2, 'CDSL.NS': 0.2, 'TATAELXSI.NS': 0.2, 'DIXON.NS': 0.2}",239336.69,233917.82
2022-04-01,2022-07-01,"{'FCL.NS': 0.20202020202020204, 'TATAELXSI.NS': 0.20202020202020204, 'GREENPANEL.NS': 0.20202020202020204, 'DBREALTY.NS': 0.19191919191919193, 'TRIDENT.NS': 0.20202020202020204}",187370.67,182618.37
2022-07-01,2022-10-03,"{'FCL.NS': 0.1980394098425587, 'SCHAEFFLER.NS': 0.1409050401029805, 'RAYMOND.NS': 0.15268838498861273, 'ADANIGREEN.NS': 0.1980394098425587, 'SHOPERSTOP.NS': 0.11228834538073076, 'SIYSIL.NS': 0.1980394098425587}",247032.26,240232.76
2022-10-03,2023-01-02,"{'FCL.NS': 0.19801980198019797, 'ADANIPOWER.NS': 0.19801980198019797, 'SCHAEFFLER.NS': 0.19801980198019797, 'JWL.NS': 0.1764356435643564, 'MAHSEAMLES.NS': 0.03148514851485148, 'SHOPERSTOP.NS': 0.19801980198019797}",228623.88,221755.07
2023-01-02,2023-04-03,"{'JWL.NS': 0.25, 'ADANIENT.NS': 0.25, 'BLS.NS': 0.25, 'IIFL.NS': 0.25}",195014.11,188667.08
2023-04-03,2023-07-03,"{'PRICOLLTD.NS': 0.009900990099009901, 'JWL.NS': 0.19801980198019803, 'CGPOWER.NS': 0.19801980198019803, 'TI.NS': 0.19801980198019803, 'APARINDS.NS': 0.19801980198019803, 'TITAGARH.NS': 0.19801980198019803}",296764.5,286517.85
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.2, 'GRAVITA.NS': 0.2, 'CGPOWER.NS': 0.2, 'APARINDS.NS': 0.2, 'TITAGARH.NS': 0.2}",399636.32,385057.72
2023-10-03,2023-12-29,"{'APARINDS.NS': 0.25, 'JBMA.NS': 0.25, 'TI.NS': 0.25, 'TITAGARH.NS': 0.25}",473591.78,455375.31
