buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'ADANIGREEN.NS': 0.2522704339051463, 'ALOKINDS.NS': 0.24359233097880928, 'BCG.NS': 0.1549949545913219, 'AVANTIFEED.NS': 0.1537840565085772, 'CAMLINFINE.NS': 0.10797174571140263, 'ISEC.NS': 0.05095862764883956, 'POLYCAB.NS': 0.03642785065590313}",102090.17,101775.17
2020-02-03,2020-03-02,"{'RTNINDIA.NS': 0.22232223222322228, 'JBCHEPHARM.NS': 0.2116211621162116, 'CENTURYTEX.NS': 0.2175217521752175, 'ADANIGREEN.NS': 0.0926092609260926, 'EPL.NS': 0.0983098309830983, 'TANLA.NS': 0.058005800580058005, 'PRICOLLTD.NS': 0.054005400540054, 'TIPSINDLTD.NS': 0.0456045604560456}",97394.93,96766.42
2020-03-02,2020-04-01,"{'IRCTC.NS': 0.2499500099980004, 'RTNINDIA.NS': 0.2499500099980004, 'NAVINFLUOR.NS': 0.1884623075384923, 'LAOPALA.NS': 0.10197960407918416, 'GMMPFAUDLR.NS': 0.09358128374325135, 'INDIAGLYCO.NS': 0.0615876824635073, 'TRENT.NS': 0.05448910217956409}",69721.28,68991.35
2020-04-01,2020-05-04,"{'INDIACEM.NS': 0.24997500249975002, 'AJANTPHARM.NS': 0.24997500249975002, 'IPCALAB.NS': 0.24997500249975002, 'GMMPFAUDLR.NS': 0.1653834616538346, 'JBCHEPHARM.NS': 0.0846915308469153}",78638.37,77585.08
2020-05-04,2020-06-01,"{'ALOKINDS.NS': 0.08641121864507209, 'PATANJALI.NS': 0.25429587201264076, 'IOLCP.NS': 0.24767924155638954, 'SHILPAMED.NS': 0.059648429784712624, 'ABBOTINDIA.NS': 0.24748173019948647, 'MIDHANI.NS': 0.10448350780169861}",99842.11,98228.82
2020-06-01,2020-07-01,"{'PATANJALI.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'CIPLA.NS': 0.25, 'ASTEC.NS': 0.25}",138838.26,136290.85
2020-07-01,2020-08-03,"{'IDEA.NS': 0.125, 'TATACOMM.NS': 0.125, 'HATHWAY.NS': 0.125, 'AARTIDRUGS.NS': 0.125, 'ADANIGREEN.NS': 0.125, 'TV18BRDCST.NS': 0.125, 'GLENMARK.NS': 0.125, 'NETWORK18.NS': 0.125}",147991.66,144860.3
2020-08-03,2020-09-01,"{'BLS.NS': 0.2499500099980004, 'MASTEK.NS': 0.2499500099980004, 'ASTEC.NS': 0.1714657068586283, 'SUVENPHAR.NS': 0.1244751049790042, 'HATHWAY.NS': 0.03159368126374725, 'EIDPARRY.NS': 0.1725654869026195}",157739.29,153999.68
2020-09-01,2020-10-01,"{'BLS.NS': 0.25, 'AARTIDRUGS.NS': 0.25, 'PAISALO.NS': 0.25, 'ICIL.NS': 0.25}",180231.14,175554.3
2020-10-01,2020-11-02,"{'PRINCEPIPE.NS': 0.25, 'TIPSINDLTD.NS': 0.25, 'INDIAMART.NS': 0.25, 'BSOFT.NS': 0.25}",158765.97,154242.13
2020-11-02,2020-12-01,"{'GLOBUSSPR.NS': 0.25186379206125326, 'PGEL.NS': 0.25186379206125326, 'KAJARIACER.NS': 0.038484787426959495, 'SPLPETRO.NS': 0.05863389079185976, 'INTELLECT.NS': 0.25186379206125326, 'NEWGEN.NS': 0.1472899455974209}",189781.41,183923.82
2020-12-01,2021-01-01,"{'PGEL.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'ICIL.NS': 0.25}",183328.85,177230.42
2021-01-01,2021-02-01,"{'TANLA.NS': 0.25, 'SUBEXLTD.NS': 0.25, 'IFBIND.NS': 0.25, 'TEJASNET.NS': 0.25}",185177.45,178581.53
2021-02-01,2021-03-01,"{'OLECTRA.NS': 0.25, 'HINDWAREAP.NS': 0.25, 'ANANTRAJ.NS': 0.25, 'GREENPANEL.NS': 0.25}",241142.75,232061.38
2021-03-01,2021-04-01,"{'HINDCOPPER.NS': 0.25, 'HEMIPROP.NS': 0.25, 'OLECTRA.NS': 0.25, 'HINDWAREAP.NS': 0.25}",227543.49,218438.26
2021-04-01,2021-05-03,"{'ADANIENT.NS': 0.24997500249975002, 'ANANTRAJ.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.17948205179482052, 'KIRLOSBROS.NS': 0.025897410258974102, 'BALAMINES.NS': 0.1463853614638536, 'RAJRATAN.NS': 0.07379262073792621, 'GRAPHITE.NS': 0.0265973402659734, 'DEEPAKNTR.NS': 0.0478952104789521}",259525.14,248524.15
