buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'NAVINFLUOR.NS': 0.24997500249974997, 'NH.NS': 0.24997500249974997, 'NMDC.NS': 0.24997500249974997, 'NAM-INDIA.NS': 0.13248675132486748, 'MIDHANI.NS': 0.06199380061993799, 'MOTILALOFS.NS': 0.05559444055594439}",85386.49,85104.49
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.24997500249975002, 'INDIACEM.NS': 0.24997500249975002, 'AJANTPHARM.NS': 0.24997500249975002, 'GMMPFAUDLR.NS': 0.16528347165283472, 'JBCHEPHARM.NS': 0.0847915208479152}",107843.37,107212.2
2020-07-01,2020-10-01,"{'JISLJALEQS.NS': 0.25, 'NEULANDLAB.NS': 0.25, 'NETWORK18.NS': 0.25, 'ORIENTCEM.NS': 0.25}",130278.22,129211.75
2020-10-01,2021-01-01,"{'OPTIEMUS.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.24997500249975002, 'PAISALO.NS': 0.22527747225277472, 'NEULANDLAB.NS': 0.11968803119688032, 'PGEL.NS': 0.11838816118388162, 'NOCIL.NS': 0.036696330366963306}",180464.89,178579.59
2021-01-01,2021-04-01,"{'PDSL.NS': 0.24997500249975002, 'OLECTRA.NS': 0.24997500249975002, 'PGEL.NS': 0.23537646235376464, 'PAISALO.NS': 0.16798320167983202, 'OPTIEMUS.NS': 0.0966903309669033}",317696.87,313797.92
2021-04-01,2021-07-01,"{'PGEL.NS': 0.24997500249975002, 'PDSL.NS': 0.24997500249975002, 'OLECTRA.NS': 0.23487651234876514, 'NEULANDLAB.NS': 0.24997500249975002, 'PNCINFRA.NS': 0.015198480151984802}",362874.45,357656.06
2021-07-01,2021-10-01,"{'PNBHOUSING.NS': 0.24997500249975002, 'PDSL.NS': 0.24997500249975002, 'NEWGEN.NS': 0.24997500249975002, 'NAVA.NS': 0.23937606239376064, 'OPTIEMUS.NS': 0.0106989301069893}",386731.32,380339.85
2021-10-01,2022-01-03,"{'OPTIEMUS.NS': 0.24997500249975002, 'OLECTRA.NS': 0.24997500249975002, 'OIL.NS': 0.24997500249975002, 'MPHASIS.NS': 0.13658634136586342, 'OBEROIRLTY.NS': 0.11348865113488651}",461089.08,452538.71
2022-01-03,2022-04-01,"{'PGEL.NS': 0.25, 'RADICO.NS': 0.25, 'PARAS.NS': 0.1763, 'PERSISTENT.NS': 0.136, 'PDSL.NS': 0.0959, 'RESPONIND.NS': 0.0918}",418291.71,409556.97
2022-04-01,2022-07-01,"{'RHIM.NS': 0.24997500249975002, 'RATNAMANI.NS': 0.24997500249975002, 'POLYPLEX.NS': 0.2253774622537746, 'OIL.NS': 0.1141885811418858, 'ONGC.NS': 0.0807919208079192, 'RAYMOND.NS': 0.0796920307969203}",371663.0,363013.96
2022-07-01,2022-10-03,"{'MRPL.NS': 0.25030036043251896, 'JKIL.NS': 0.25030036043251896, 'JAMNAAUTO.NS': 0.25030036043251896, 'PGEL.NS': 0.17030436523828593, 'JWL.NS': 0.04295154185022026, 'NRBBEARING.NS': 0.035843011613936715}",353517.32,344468.55
2022-10-03,2023-01-02,"{'METROBRAND.NS': 0.24997500249975002, 'NCC.NS': 0.24997500249975002, 'NAVNETEDUL.NS': 0.23757624237576244, 'MIDHANI.NS': 0.11028897110288971, 'BECTORFOOD.NS': 0.06949305069493052, '360ONE.NS': 0.05419458054194581, 'MSUMI.NS': 0.028497150284971504}",374841.43,364399.84
2023-01-02,2023-04-03,"{'NFL.NS': 0.2499500099980004, 'MCX.NS': 0.2499500099980004, 'MAZDOCK.NS': 0.2499500099980004, 'PRUDENT.NS': 0.09548090381923616, 'NAVA.NS': 0.0653869226154769, 'ONGC.NS': 0.0638872225554889, 'NEULANDLAB.NS': 0.02539492101579684}",352306.4,341652.55
2023-04-03,2023-07-03,"{'RADICO.NS': 0.24997500249975002, 'OIL.NS': 0.2084791520847915, 'PERSISTENT.NS': 0.16798320167983202, 'ROUTE.NS': 0.1322867713228677, 'PGHL.NS': 0.11488851114888511, 'ROLEXRINGS.NS': 0.052894710528947106, 'OLECTRA.NS': 0.03859614038596141, 'POWERMECH.NS': 0.034896510348965105}",385860.87,373320.32
2023-07-03,2023-10-03,"{'OLECTRA.NS': 0.23285342931413716, 'PCBL.NS': 0.17476504699060189, 'PTC.NS': 0.16166766646670666, 'NEWGEN.NS': 0.14617076584683064, 'NEOGEN.NS': 0.08448310337932415, 'NATCOPHARM.NS': 0.049790041991601676, 'NLCINDIA.NS': 0.08438312337532494, 'NAZARA.NS': 0.06588682263547291}",462359.3,446348.54
2023-10-03,2023-12-29,"{'NMDC.NS': 0.2499500099980004, 'NRBBEARING.NS': 0.2499500099980004, 'NAVA.NS': 0.2499500099980004, 'NTPC.NS': 0.09138172365526895, 'NEWGEN.NS': 0.06998600279944012, 'OPTIEMUS.NS': 0.05338932213557289, 'PTCIL.NS': 0.03539292141571686}",576298.03,555186.75
