buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2021-06-01,2021-07-01,"{'TIPSINDLTD.NS': 0.2, 'ELECON.NS': 0.2, 'ADANIENT.NS': 0.2, 'GALAXYSURF.NS': 0.2, 'PRAJIND.NS': 0.2}",244125.57,232047.8
2021-07-01,2021-08-02,"{'TIPSINDLTD.NS': 0.25, 'SAREGAMA.NS': 0.25, 'RAJRATAN.NS': 0.2366, 'ELECON.NS': 0.229, 'PRAJIND.NS': 0.0344}",274193.92,260028.56
2021-08-02,2021-09-01,"{'COSMOFIRST.NS': 0.15978402159784022, 'SAREGAMA.NS': 0.24997500249975002, 'JSWENERGY.NS': 0.24997500249975002, 'RAJRATAN.NS': 0.24997500249975002, 'MASTEK.NS': 0.09029097090290972}",264702.2,250407.2
2021-09-01,2021-10-01,"{'SRF.NS': 0.14285714285714285, 'COSMOFIRST.NS': 0.14285714285714285, 'JSWENERGY.NS': 0.14285714285714285, 'HIKAL.NS': 0.14285714285714285, 'PIIND.NS': 0.14285714285714285, 'DIVISLAB.NS': 0.14285714285714285, 'MASTEK.NS': 0.14285714285714285}",288937.59,272661.78
2021-10-01,2021-11-01,"{'SRF.NS': 0.25, 'JSWENERGY.NS': 0.25, 'TIRUMALCHM.NS': 0.25, 'IRCTC.NS': 0.25}",282683.99,266124.44
2021-11-01,2021-12-01,"{'BRIGADE.NS': 0.24894852793911476, 'MANINFRA.NS': 0.25035049068696175, 'GANESHHOUC.NS': 0.25035049068696175, 'IRCTC.NS': 0.25035049068696175}",278183.64,261259.72
2021-12-01,2022-01-03,"{'TRIDENT.NS': 0.24997500249975002, 'MANINFRA.NS': 0.24997500249975002, 'BRIGADE.NS': 0.24597540245975402, 'LODHA.NS': 0.1726827317268273, 'LTTS.NS': 0.08139186081391861}",291251.21,272882.3
2022-01-03,2022-02-01,"{'PERSISTENT.NS': 0.24997500249975002, 'ESABINDIA.NS': 0.24997500249975002, 'LAOPALA.NS': 0.0865913408659134, 'SBCL.NS': 0.073992600739926, 'ESCORTS.NS': 0.24997500249975002, 'GREENLAM.NS': 0.08949105089491051}",279486.78,261187.84
2022-02-01,2022-03-02,"{'JINDWORLD.NS': 0.24997500249975002, 'ADANIGREEN.NS': 0.24997500249975002, 'KPITTECH.NS': 0.24997500249975002, 'TRIDENT.NS': 0.1121887811218878, 'FLUOROCHEM.NS': 0.101989801019898, 'KPRMILL.NS': 0.035896410358964105}",257136.86,239665.24
2022-03-02,2022-04-01,"{'JINDWORLD.NS': 0.2513320599175631, 'GRAVITA.NS': 0.2513320599175631, 'DBREALTY.NS': 0.2513320599175631, 'ADANIGREEN.NS': 0.24600382024731074}",259150.91,240958.44
2022-04-01,2022-05-02,"{'TV18BRDCST.NS': 0.24997500249975002, 'GMDCLTD.NS': 0.24997500249975002, 'SHARDACROP.NS': 0.24997500249975002, 'ADANIGREEN.NS': 0.23177682231776822, 'GREENPANEL.NS': 0.0182981701829817}",262971.84,243906.14
2022-05-02,2022-06-01,"{'GNFC.NS': 0.2499500099980004, 'POLYPLEX.NS': 0.2499500099980004, 'GMDCLTD.NS': 0.2491501699660068, 'ADANIGREEN.NS': 0.15786842631473708, 'RENUKA.NS': 0.09308138372325535}",224373.81,207536.5
2022-06-01,2022-07-01,"{'ADANIPOWER.NS': 0.25, 'BDL.NS': 0.25, 'CHENNPETRO.NS': 0.25, 'BLS.NS': 0.25}",210070.47,193806.5
2022-07-01,2022-08-01,"{'CHENNPETRO.NS': 0.24997500249975002, 'BLS.NS': 0.24997500249975002, 'JKIL.NS': 0.24997500249975002, 'TVSMOTOR.NS': 0.1620837916208379, 'M&M.NS': 0.04439556044395561, 'HBLPOWER.NS': 0.04359564043595641}",231927.64,213431.46
2022-08-01,2022-09-01,"{'ELECON.NS': 0.25, 'JKIL.NS': 0.25, 'ROLEXRINGS.NS': 0.25, 'APARINDS.NS': 0.25}",228920.16,210135.83
2022-09-01,2022-10-03,"{'ELECON.NS': 0.25, 'APARINDS.NS': 0.25, 'ITDCEM.NS': 0.25, 'KKCL.NS': 0.25}",218486.93,200046.71
2022-10-03,2022-11-01,"{'RAJRATAN.NS': 0.25095362377032726, 'FINEORG.NS': 0.12176269825336279, 'METROBRAND.NS': 0.25095362377032726, 'ITDCEM.NS': 0.25095362377032726, 'SCHAEFFLER.NS': 0.1253764304356555}",197057.37,179925.8
2022-11-01,2022-12-01,"{'SAFARI.NS': 0.2499500099980004, 'KARURVYSYA.NS': 0.2499500099980004, 'ITDCEM.NS': 0.22245550889822036, 'KSB.NS': 0.16026794641071787, 'KTKBANK.NS': 0.10357928414317137, 'METROBRAND.NS': 0.013797240551889621}",205387.77,187027.98
2022-12-01,2023-01-02,"{'UJJIVAN.NS': 0.24997500249975002, 'JTEKTINDIA.NS': 0.24997500249975002, 'FINCABLES.NS': 0.22367763223677634, 'JBCHEPHARM.NS': 0.24997500249975002, 'GRANULES.NS': 0.0263973602639736}",199572.82,181247.83
2023-01-02,2023-02-01,"{'KTKBANK.NS': 0.24997500249975002, 'RVNL.NS': 0.24997500249975002, 'SOUTHBANK.NS': 0.24997500249975002, 'PNB.NS': 0.13548645135486453, 'MAZDOCK.NS': 0.1145885411458854}",188982.65,171160.06
2023-02-01,2023-03-01,"{'RVNL.NS': 0.24997500249975002, 'JWL.NS': 0.24997500249975002, 'PRUDENT.NS': 0.2116788321167883, 'TITAGARH.NS': 0.18818118188181182, 'MAHABANK.NS': 0.10018998100189981}",165419.04,149383.69
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.24997500249974997, 'JSL.NS': 0.24997500249974997, 'JBMA.NS': 0.19918008199180076, 'OIL.NS': 0.16688331166883308, 'SUNFLAG.NS': 0.13398660133986598}",183156.56,164971.77
2023-04-03,2023-05-02,"{'SONATSOFTW.NS': 0.24997500249975002, 'KAYNES.NS': 0.1922807719228077, 'MARKSANS.NS': 0.14858514148585142, 'JBMA.NS': 0.1116888311168883, 'TIIL.NS': 0.07889211078892111, 'OIL.NS': 0.0735926407359264, 'ZYDUSLIFE.NS': 0.07699230076992301, 'BECTORFOOD.NS': 0.06799320067993202}",190120.45,170740.25
2023-05-02,2023-06-01,"{'APARINDS.NS': 0.2499500099980004, 'JBMA.NS': 0.1970605878824235, 'CYIENT.NS': 0.1913617276544691, 'TIIL.NS': 0.16866626674665067, 'SONATSOFTW.NS': 0.10037992401519696, 'SAKSOFT.NS': 0.0613877224555089, 'CIGNITITEC.NS': 0.03119376124775045}",204850.98,183458.2
2023-06-01,2023-07-03,"{'SAKSOFT.NS': 0.19088091190880915, 'KAYNES.NS': 0.18948105189481057, 'RKFORGE.NS': 0.15008499150084997, 'AGI.NS': 0.13418658134186587, 'CHENNPETRO.NS': 0.09719028097190283, 'BECTORFOOD.NS': 0.08369163083691633, 'NEWGEN.NS': 0.07589241075892413, 'KIRLOSBROS.NS': 0.07859214078592143}",227807.95,203449.75
2023-07-03,2023-08-01,"{'RKFORGE.NS': 0.19618038196180385, 'SAKSOFT.NS': 0.22607739226077392, 'CHENNPETRO.NS': 0.14478552144785523, 'BECTORFOOD.NS': 0.09849015098490152, 'DREAMFOLKS.NS': 0.11988801119888012, 'CYIENT.NS': 0.09509049095090491, 'NEWGEN.NS': 0.11948805119488051}",254453.45,226651.2
2023-08-01,2023-09-01,"{'RECLTD.NS': 0.24997500249975002, 'POWERMECH.NS': 0.24997500249975002, 'KIRLOSBROS.NS': 0.24997500249975002, 'ACE.NS': 0.23797620237976203, 'NEULANDLAB.NS': 0.0120987901209879}",264164.03,234700.78
2023-09-01,2023-10-03,"{'RKFORGE.NS': 0.24997500249975002, 'RECLTD.NS': 0.24997500249975002, 'ACE.NS': 0.21437856214378564, 'ANANTRAJ.NS': 0.12208779122087791, 'MOTILALOFS.NS': 0.12048795120487951, 'JAICORPLTD.NS': 0.0430956904309569}",264649.61,234502.2
2023-10-03,2023-11-01,"{'BSE.NS': 0.24997500249975002, 'RESPONIND.NS': 0.24997500249975002, 'RECLTD.NS': 0.17758224177582244, 'HSCL.NS': 0.12158784121587841, 'SUZLON.NS': 0.07669233076692332, 'GABRIEL.NS': 0.0738926107389261, 'MAPMYINDIA.NS': 0.050294970502949704}",282220.07,249406.13
2023-11-01,2023-12-01,"{'GRAVITA.NS': 0.24997500249975002, 'SUZLON.NS': 0.24997500249975002, 'BSE.NS': 0.24997500249975002, 'NAM-INDIA.NS': 0.0811918808119188, 'MAPMYINDIA.NS': 0.1688831116888311}",336190.31,296401.21
2023-12-01,2023-12-29,"{'GRAVITA.NS': 0.08789121087891212, 'COALINDIA.NS': 0.24997500249975002, 'SUZLON.NS': 0.24997500249975002, 'BSE.NS': 0.24997500249975002, 'NAM-INDIA.NS': 0.16218378162183783}",333540.4,293314.92
