buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-11-02,2020-12-01,"{'APLAPOLLO.NS': 0.25, 'ADANIENT.NS': 0.25, 'GOKEX.NS': 0.25, 'TANLA.NS': 0.25}",188207.88,182304.73
2020-12-01,2021-01-01,"{'CGPOWER.NS': 0.24997500249975002, 'ICIL.NS': 0.24997500249975002, 'TANLA.NS': 0.24997500249975002, 'TEJASNET.NS': 0.13528647135286473, 'SPLPETRO.NS': 0.11478852114788521}",199052.52,192339.23
2021-01-01,2021-02-01,"{'CGPOWER.NS': 0.3333333333333333, 'TANLA.NS': 0.3333333333333333, 'TEJASNET.NS': 0.3333333333333333}",191587.79,184685.26
2021-02-01,2021-03-01,"{'IFBIND.NS': 0.24997500249975002, 'SOMANYCERA.NS': 0.24997500249975002, 'CGCL.NS': 0.24917508249175083, 'CENTURYPLY.NS': 0.11098890110988902, 'ADANIENT.NS': 0.0730926907309269, 'HAVELLS.NS': 0.044495550444955505, 'SPLPETRO.NS': 0.022297770222977704}",206234.04,198292.83
2021-03-01,2021-04-01,"{'ADANIENT.NS': 0.25, 'ADANIPORTS.NS': 0.25, 'CENTURYPLY.NS': 0.25, 'GREENPANEL.NS': 0.25}",223394.7,214296.7
2021-04-01,2021-05-03,"{'ADANIENT.NS': 0.2515343595935205, 'INTELLECT.NS': 0.2515343595935205, 'MAHLIFE.NS': 0.2495220847167723, 'GRASIM.NS': 0.24740919609618675}",221260.6,211737.51
2021-05-03,2021-06-01,"{'ADANIENT.NS': 0.25, 'HEG.NS': 0.25, 'ELECON.NS': 0.25, 'PRAJIND.NS': 0.25}",250437.1,239122.25
2021-06-01,2021-07-01,"{'ATGL.NS': 0.24997500249975002, 'ELECON.NS': 0.1648835116488351, 'PRAJIND.NS': 0.0851914808519148, 'SAREGAMA.NS': 0.24997500249975002, 'SHAREINDIA.NS': 0.24997500249975002}",255747.57,243602.79
2021-07-01,2021-08-02,"{'ELECON.NS': 0.24997500249975002, 'TIPSINDLTD.NS': 0.24997500249975002, 'RAJRATAN.NS': 0.2291770822917708, 'SAREGAMA.NS': 0.212978702129787, 'PRAJIND.NS': 0.057894210578942104}",285877.56,271676.99
2021-08-02,2021-09-01,"{'CDSL.NS': 0.24997500249975002, 'COSMOFIRST.NS': 0.24997500249975002, 'CYIENT.NS': 0.1040895910408959, 'DALMIASUG.NS': 0.24997500249975002, 'ELECON.NS': 0.145985401459854}",281042.56,266432.16
2021-09-01,2021-10-01,"{'COSMOFIRST.NS': 0.24997500249975002, 'JSWENERGY.NS': 0.24997500249975002, 'SRF.NS': 0.24997500249975002, 'HIKAL.NS': 0.1671832816718328, 'ELECON.NS': 0.08289171082891711}",329120.19,311315.41
2021-10-01,2021-11-01,"{'IRCTC.NS': 0.25, 'JSWENERGY.NS': 0.25, 'SRF.NS': 0.25, 'TIRUMALCHM.NS': 0.25}",321996.9,303861.48
2021-11-01,2021-12-01,"{'BRIGADE.NS': 0.25, 'GANESHHOUC.NS': 0.25, 'IRCTC.NS': 0.25, 'MANINFRA.NS': 0.25}",316895.66,298343.55
2021-12-01,2022-01-03,"{'BRIGADE.NS': 0.2501000400160064, 'MANINFRA.NS': 0.2501000400160064, 'TRIDENT.NS': 0.2501000400160064, 'LODHA.NS': 0.24969987995198076}",325912.63,306124.64
2022-01-03,2022-02-01,"{'BCG.NS': 0.24997500249975002, 'BORORENEW.NS': 0.24997500249975002, 'OLECTRA.NS': 0.24997500249975002, 'TRIDENT.NS': 0.23607639236076394, 'UNOMINDA.NS': 0.013998600139986002}",335684.42,314558.13
2022-02-01,2022-03-02,"{'JINDWORLD.NS': 0.24997500249975002, 'ADANIGREEN.NS': 0.24997500249975002, 'KPITTECH.NS': 0.24997500249975002, 'KPRMILL.NS': 0.0740925907409259, 'TRIDENT.NS': 0.17598240175982402}",307204.66,287145.74
2022-03-02,2022-04-01,"{'JINDWORLD.NS': 0.24997500249975002, 'GRAVITA.NS': 0.24997500249975002, 'DBREALTY.NS': 0.24997500249975002, 'ADANIGREEN.NS': 0.15498450154984503, 'TV18BRDCST.NS': 0.09509049095090491}",314940.46,293671.43
2022-04-01,2022-05-02,"{'ADANIGREEN.NS': 0.25, 'TV18BRDCST.NS': 0.25, 'GMDCLTD.NS': 0.25, 'SHARDACROP.NS': 0.25}",322115.32,299657.75
2022-05-02,2022-06-01,"{'GMDCLTD.NS': 0.24997500249975002, 'GNFC.NS': 0.24997500249975002, 'POLYPLEX.NS': 0.19898010198980104, 'RENUKA.NS': 0.17358264173582644, 'ADANIGREEN.NS': 0.1274872512748725}",277348.74,257332.25
2022-06-01,2022-07-01,"{'ADANIPOWER.NS': 0.25024915288020727, 'CHENNPETRO.NS': 0.25024915288020727, 'BDL.NS': 0.19105042854295395, 'APCOTEXIND.NS': 0.1807853298784134, 'BLS.NS': 0.12766593581821803}",256272.29,237161.9
2022-07-01,2022-08-01,"{'CHENNPETRO.NS': 0.24997500249975002, 'BLS.NS': 0.24997500249975002, 'JKIL.NS': 0.24997500249975002, 'HBLPOWER.NS': 0.23587641235876414, 'ADANIPOWER.NS': 0.014198580141985802}",274761.18,253657.06
2022-08-01,2022-09-01,"{'ELECON.NS': 0.25, 'JKIL.NS': 0.25, 'ROLEXRINGS.NS': 0.25, 'APARINDS.NS': 0.25}",271198.26,249755.8
2022-09-01,2022-10-03,"{'ELECON.NS': 0.24997500249975002, 'APARINDS.NS': 0.24997500249975002, 'ITDCEM.NS': 0.24997500249975002, 'RAJRATAN.NS': 0.16728327167283272, 'KKCL.NS': 0.0827917208279172}",265295.73,243699.96
2022-10-03,2022-11-01,"{'VBL.NS': 0.24997500249975002, 'PHOENIXLTD.NS': 0.029197080291970802, 'CHOICEIN.NS': 0.06949305069493052, 'SCHAEFFLER.NS': 0.24997500249975002, 'BLS.NS': 0.24997500249975002, 'TVSMOTOR.NS': 0.1513848615138486}",282984.05,259300.4
2022-11-01,2022-12-01,"{'SAFARI.NS': 0.24997500249975002, 'KARURVYSYA.NS': 0.24997500249975002, 'ITDCEM.NS': 0.23777622237776225, 'KSB.NS': 0.13958604139586042, 'KTKBANK.NS': 0.0928907109289071, 'METROBRAND.NS': 0.029797020297970205}",293533.96,268289.36
2022-12-01,2023-01-02,"{'COCHINSHIP.NS': 0.25, 'MAZDOCK.NS': 0.25, 'JTEKTINDIA.NS': 0.25, 'KARURVYSYA.NS': 0.1414, 'BLS.NS': 0.0903, 'PNB.NS': 0.0183}",271743.57,247706.99
2023-01-02,2023-02-01,"{'KTKBANK.NS': 0.24997500249975002, 'RVNL.NS': 0.24997500249975002, 'SOUTHBANK.NS': 0.24997500249975002, 'MAZDOCK.NS': 0.20487951204879512, 'PNB.NS': 0.0451954804519548}",258916.62,235399.62
2023-02-01,2023-03-01,"{'RVNL.NS': 0.24997500249975002, 'JWL.NS': 0.24997500249975002, 'PRUDENT.NS': 0.2141785821417858, 'MAHABANK.NS': 0.16598340165983402, 'TITAGARH.NS': 0.11988801119888012}",225548.4,204497.18
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.24997500249975002, 'JSL.NS': 0.24997500249975002, 'SUNFLAG.NS': 0.21207879212078792, 'JBMA.NS': 0.20577942205779423, 'OIL.NS': 0.0821917808219178}",252362.85,228248.94
2023-04-03,2023-05-02,"{'SONATSOFTW.NS': 0.2499500099980004, 'KAYNES.NS': 0.20975804839032192, 'MARKSANS.NS': 0.13427314537092583, 'JBMA.NS': 0.12177564487102581, 'TIIL.NS': 0.09918016396720655, 'OIL.NS': 0.09328134373125374, 'SUNFLAG.NS': 0.053289342131573686, 'APARINDS.NS': 0.03849230153969206}",260839.11,235267.27
2023-05-02,2023-06-01,"{'APARINDS.NS': 0.25, 'JBMA.NS': 0.2202, 'TIIL.NS': 0.2136, 'CYIENT.NS': 0.1132, 'SONATSOFTW.NS': 0.1118, 'SAKSOFT.NS': 0.0796, 'CIGNITITEC.NS': 0.0116}",280549.0,252386.86
2023-06-01,2023-07-03,"{'SAKSOFT.NS': 0.207979202079792, 'KAYNES.NS': 0.1913808619138086, 'AGI.NS': 0.15338466153384664, 'RKFORGE.NS': 0.1262873712628737, 'CHENNPETRO.NS': 0.11138886111388861, 'KIRLOSBROS.NS': 0.08549145085491451, 'BECTORFOOD.NS': 0.06939306069393061, 'NEWGEN.NS': 0.05469453054694531}",312254.9,280182.05
2023-07-03,2023-08-01,"{'BECTORFOOD.NS': 0.24997500249975002, 'KIRLOSBROS.NS': 0.22797720227977203, 'KAYNES.NS': 0.24997500249975002, 'DREAMFOLKS.NS': 0.24997500249975002, 'TIIL.NS': 0.022097790220977905}",374295.15,335079.92
2023-08-01,2023-09-01,"{'ACE.NS': 0.24997500249975002, 'KIRLOSBROS.NS': 0.24997500249975002, 'POWERMECH.NS': 0.24997500249975002, 'RECLTD.NS': 0.21787821217878214, 'NEULANDLAB.NS': 0.0321967803219678}",386940.02,345554.98
2023-09-01,2023-10-03,"{'RECLTD.NS': 0.24997500249974997, 'RKFORGE.NS': 0.24997500249974997, 'ACE.NS': 0.22517748225177478, 'MOTILALOFS.NS': 0.1187881211878812, 'ANANTRAJ.NS': 0.1056894310568943, 'JAICORPLTD.NS': 0.05039496050394959}",386770.52,344533.61
2023-10-03,2023-11-01,"{'BSE.NS': 0.2499500099980004, 'RESPONIND.NS': 0.2499500099980004, 'RECLTD.NS': 0.1715656868626275, 'HSCL.NS': 0.14447110577884423, 'SUZLON.NS': 0.08098380323935213, 'GABRIEL.NS': 0.07318536292741452, 'MAPMYINDIA.NS': 0.02989402119576085}",412429.44,366473.47
2023-11-01,2023-12-01,"{'BSE.NS': 0.24997500249974997, 'MAPMYINDIA.NS': 0.1888811118888111, 'GRAVITA.NS': 0.24997500249974997, 'NAM-INDIA.NS': 0.06119388061193879, 'SUZLON.NS': 0.24997500249974997}",490568.18,434920.41
2023-12-01,2023-12-29,"{'BSE.NS': 0.2522958926228681, 'COALINDIA.NS': 0.2522958926228681, 'GRAVITA.NS': 0.10626702997275206, 'NAM-INDIA.NS': 0.13684529215864366, 'SUZLON.NS': 0.2522958926228681}",486018.85,429827.13
