buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'DIXON.NS': 0.24827102335371354, 'GRSE.NS': 0.25057632554876214, 'GUJGASLTD.NS': 0.25057632554876214, 'HDFCAMC.NS': 0.25057632554876214}",81213.74,80965.74
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.18598140185981402, 'JBCHEPHARM.NS': 0.09909009099090091, 'ABBOTINDIA.NS': 0.24997500249975002, 'ALKEM.NS': 0.10068993100689931, 'NAVINFLUOR.NS': 0.11428857114288571, 'NESTLEIND.NS': 0.24997500249975002}",93082.23,92521.99
2020-07-01,2020-10-01,"{'IPCALAB.NS': 0.25, 'GMMPFAUDLR.NS': 0.25, 'JBCHEPHARM.NS': 0.25, 'NAVINFLUOR.NS': 0.25}",115396.08,114425.54
2020-10-01,2021-01-01,"{'ECLERX.NS': 0.12498750124987501, 'IPCALAB.NS': 0.24997500249975002, 'JKCEMENT.NS': 0.1250874912508749, 'JBCHEPHARM.NS': 0.24997500249975002, 'IEX.NS': 0.24997500249975002}",125413.04,124033.25
2021-01-01,2021-04-01,"{'MARKSANS.NS': 0.25, 'MPHASIS.NS': 0.25, 'JISLJALEQS.NS': 0.25, 'MASTEK.NS': 0.25}",128457.01,126723.73
2021-04-01,2021-07-01,"{'NOCIL.NS': 0.24456083803384365, 'MAHLIFE.NS': 0.2518130539887188, 'MPHASIS.NS': 0.2518130539887188, 'NEOGEN.NS': 0.2518130539887188}",146973.47,144650.35
2021-07-01,2021-10-01,"{'ECLERX.NS': 0.250928435210278, 'HIL.NS': 0.250928435210278, 'RAJRATAN.NS': 0.250928435210278, 'HAPPSTMNDS.NS': 0.2472146943691659}",167563.5,164534.93
2021-10-01,2022-01-03,"{'ECLERX.NS': 0.16898310168983102, 'IEX.NS': 0.24997500249975002, 'RELIGARE.NS': 0.08789121087891212, 'HINDWAREAP.NS': 0.24997500249975002, 'HGS.NS': 0.24317568243175683}",188470.93,184624.48
2022-01-03,2022-04-01,"{'SRF.NS': 0.06139386061393861, 'TI.NS': 0.1673832616738326, 'JINDWORLD.NS': 0.24997500249975002, 'NEOGEN.NS': 0.057894210578942104, 'MANINFRA.NS': 0.24997500249975002, 'MOLDTKPAC.NS': 0.21337866213378662}",191359.9,186974.49
2022-04-01,2022-07-01,"{'SRF.NS': 0.25, 'GOKEX.NS': 0.25, 'DBREALTY.NS': 0.25, 'RHIM.NS': 0.25}",145057.52,141329.23
2022-07-01,2022-10-03,"{'SCHAEFFLER.NS': 0.25, 'HAL.NS': 0.25, 'MAHSEAMLES.NS': 0.25, 'SHOPERSTOP.NS': 0.25}",199642.17,194098.94
2022-10-03,2023-01-02,"{'TI.NS': 0.1504, 'DEEPAKFERT.NS': 0.0708, 'TIINDIA.NS': 0.1085, 'MAHSEAMLES.NS': 0.2403, 'CHOICEIN.NS': 0.25, 'TDPOWERSYS.NS': 0.074, 'CGPOWER.NS': 0.106}",209391.18,203052.26
2023-01-02,2023-04-03,"{'GESHIP.NS': 0.24997500249975002, 'POWERMECH.NS': 0.24997500249975002, 'GRSE.NS': 0.16058394160583941, 'PHOENIXLTD.NS': 0.12268773122687732, 'NTPC.NS': 0.21677832216778323}",220300.73,213121.54
2023-04-03,2023-07-03,"{'BECTORFOOD.NS': 0.141985801419858, 'FINCABLES.NS': 0.24997500249975002, 'KAYNES.NS': 0.15378462153784622, 'IONEXCHANG.NS': 0.24997500249975002, 'GPPL.NS': 0.09049095090490951, 'NCC.NS': 0.11378862113788621}",271508.83,262072.86
2023-07-03,2023-10-03,"{'GET&D.NS': 0.11238876112388761, 'SBCL.NS': 0.1058894110588941, 'ELECON.NS': 0.0560943905609439, 'EQUITASBNK.NS': 0.146985301469853, 'TI.NS': 0.0724927507249275, 'FINCABLES.NS': 0.18548145185481452, 'NCC.NS': 0.17408259174082594, 'SHANTIGEAR.NS': 0.14658534146585342}",337901.25,325413.89
2023-10-03,2023-12-29,"{'MAZDOCK.NS': 0.24997500249975002, 'BECTORFOOD.NS': 0.24997500249975002, 'NCC.NS': 0.24997500249975002, 'NATCOPHARM.NS': 0.15928407159284072, 'MIDHANI.NS': 0.09079092090790922}",348224.46,334585.6
