buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'GRSE.NS': 0.2, 'NAM-INDIA.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'HDFCAMC.NS': 0.2}",84272.13,84007.13
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.2, 'GMMPFAUDLR.NS': 0.2, 'ABBOTINDIA.NS': 0.2, 'ADANIGREEN.NS': 0.2, 'NAVINFLUOR.NS': 0.2}",126349.92,125657.6
2020-07-01,2020-10-01,"{'IPCALAB.NS': 0.1980394098425587, 'GMMPFAUDLR.NS': 0.17368056243192395, 'JBCHEPHARM.NS': 0.18813743935043073, 'NAVINFLUOR.NS': 0.18130507971086246, 'ADANIGREEN.NS': 0.1980394098425587, 'ALOKINDS.NS': 0.060798098821665515}",174613.82,173255.04
2020-10-01,2021-01-01,"{'AARTIDRUGS.NS': 0.19191919191919193, 'IOLCP.NS': 0.20202020202020204, 'ADANIGREEN.NS': 0.20202020202020204, 'TANLA.NS': 0.20202020202020204, 'RTNINDIA.NS': 0.20202020202020204}",246479.44,244056.43
2021-01-01,2021-04-01,"{'ADANIGREEN.NS': 0.33333333333333337, 'TANLA.NS': 0.33333333333333337, 'LAURUSLABS.NS': 0.33333333333333337}",276629.98,273337.58
2021-04-01,2021-07-01,"{'ATGL.NS': 0.20204061016264271, 'PGEL.NS': 0.19183755934942925, 'TANLA.NS': 0.20204061016264271, 'INTELLECT.NS': 0.20204061016264271, 'CGPOWER.NS': 0.20204061016264271}",280446.93,276469.1
2021-07-01,2021-10-01,"{'SAREGAMA.NS': 0.20202020202020204, 'ADANIENT.NS': 0.20202020202020204, 'GPIL.NS': 0.20202020202020204, 'TIPSINDLTD.NS': 0.19191919191919193, 'PGEL.NS': 0.20202020202020204}",236460.84,232506.9
2021-10-01,2022-01-03,"{'ELECON.NS': 0.2, 'SHAREINDIA.NS': 0.2, 'JSWENERGY.NS': 0.2, 'BCG.NS': 0.2, 'TEJASNET.NS': 0.2}",281306.32,276002.5
2022-01-03,2022-04-01,"{'GANESHHOUC.NS': 0.2, 'SHAREINDIA.NS': 0.2, 'BCG.NS': 0.2, 'OLECTRA.NS': 0.2, 'CGPOWER.NS': 0.2}",292578.86,286407.5
2022-04-01,2022-07-01,"{'SHAREINDIA.NS': 0.25, 'JINDWORLD.NS': 0.25, 'TIPSINDLTD.NS': 0.25, 'GOKEX.NS': 0.25}",235061.76,229511.61
2022-07-01,2022-10-03,"{'ATGL.NS': 0.25, 'VRLLOG.NS': 0.25, 'BLS.NS': 0.25, 'AWL.NS': 0.25}",289826.34,282391.12
2022-10-03,2023-01-02,"{'SHOPERSTOP.NS': 0.33333333333333337, 'SCHAEFFLER.NS': 0.33333333333333337, 'ADANIPOWER.NS': 0.33333333333333337}",255610.11,248458.67
2023-01-02,2023-04-03,"{'MAZDOCK.NS': 0.19191919191919193, 'KARURVYSYA.NS': 0.20202020202020204, 'TITAGARH.NS': 0.20202020202020204, 'UCOBANK.NS': 0.20202020202020204, 'KTKBANK.NS': 0.20202020202020204}",236570.95,229377.19
2023-04-03,2023-07-03,"{'FINCABLES.NS': 0.2, 'IONEXCHANG.NS': 0.2, 'APARINDS.NS': 0.2, 'TITAGARH.NS': 0.2, 'SUNFLAG.NS': 0.2}",314480.7,304282.82
2023-07-03,2023-10-03,"{'POWERMECH.NS': 0.19801980198019803, 'APARINDS.NS': 0.19801980198019803, 'SAKSOFT.NS': 0.19801980198019803, 'TITAGARH.NS': 0.19801980198019803, 'JINDALSAW.NS': 0.009900990099009901, 'RVNL.NS': 0.19801980198019803}",422997.07,408446.26
2023-10-03,2023-12-29,"{'RECLTD.NS': 0.06346534653465347, 'KAYNES.NS': 0.03752475247524753, 'FACT.NS': 0.1398019801980198, 'TITAGARH.NS': 0.19801980198019803, 'JWL.NS': 0.19188118811881189, 'ZENTEC.NS': 0.17128712871287127, 'RVNL.NS': 0.19801980198019803}",506199.28,487743.37
