buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-11-02,2020-12-01,"{'LALPATHLAB.NS': 0.06219378062193782, 'JBCHEPHARM.NS': 0.20367963203679637, 'JKCEMENT.NS': 0.03129687031296871, 'TANLA.NS': 0.24997500249975008, 'DIXON.NS': 0.17998200179982005, 'IPCALAB.NS': 0.243075692430757, 'PIIND.NS': 0.02979702029797021}",216496.75,209762.9
2020-12-01,2021-01-01,"{'DIVISLAB.NS': 0.0735926407359264, 'TANLA.NS': 0.24997500249975002, 'DIXON.NS': 0.24997500249975002, 'IPCALAB.NS': 0.11538846115388461, 'ADANIGREEN.NS': 0.24997500249975002, 'PIIND.NS': 0.06109389061093891}",226263.3,218685.67
2021-01-01,2021-02-01,"{'SRF.NS': 0.018310986591955174, 'DIVISLAB.NS': 0.10986591955173104, 'NAUKRI.NS': 0.12167300380228137, 'TANLA.NS': 0.25015009005403244, 'IPCALAB.NS': 0.17840704422653592, 'ADANIGREEN.NS': 0.25015009005403244, 'RELAXO.NS': 0.07144286571943166}",213505.63,205802.26
2021-02-01,2021-03-01,"{'APLAPOLLO.NS': 0.21335732853429315, 'VAIBHAVGBL.NS': 0.2499500099980004, 'DIVISLAB.NS': 0.010897820435912817, 'JBCHEPHARM.NS': 0.243251349730054, 'JKCEMENT.NS': 0.18476304739052188, 'AMBER.NS': 0.09778044391121776}",258551.46,248652.82
2021-03-01,2021-04-01,"{'APLAPOLLO.NS': 0.0628874225154969, 'VAIBHAVGBL.NS': 0.2499500099980004, 'JKCEMENT.NS': 0.13167366526694663, 'DIXON.NS': 0.2499500099980004, 'AMBER.NS': 0.055588882223555285, 'ADANIGREEN.NS': 0.2499500099980004}",269669.9,258715.59
2021-04-01,2021-05-03,"{'VAIBHAVGBL.NS': 0.24997500249975002, 'JBCHEPHARM.NS': 0.19098090190980901, 'JKCEMENT.NS': 0.15368463153684633, 'DIXON.NS': 0.24997500249975002, 'AMBER.NS': 0.023897610238976102, 'PERSISTENT.NS': 0.1314868513148685}",296108.29,283414.02
2021-05-03,2021-06-01,"{'ADANIENT.NS': 0.24997500249975002, 'VAIBHAVGBL.NS': 0.24997500249975002, 'JKCEMENT.NS': 0.14538546145385461, 'DIXON.NS': 0.24997500249975002, 'AMBER.NS': 0.10468953104689531}",297574.04,284141.93
2021-06-01,2021-07-01,"{'ADANIENT.NS': 0.24997500249975002, 'TIPSINDLTD.NS': 0.24997500249975002, 'VAIBHAVGBL.NS': 0.10478952104789521, 'DIXON.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.14528547145285473}",361040.23,344003.34
2021-07-01,2021-08-02,"{'ADANIENT.NS': 0.2328767123287671, 'TIPSINDLTD.NS': 0.24997500249975002, 'JBCHEPHARM.NS': 0.1320867913208679, 'SAREGAMA.NS': 0.036996300369963, 'DIXON.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.09809019098090192}",356656.92,339010.87
2021-08-02,2021-09-01,"{'ADANIENT.NS': 0.23375324935012998, 'TATAELXSI.NS': 0.07918416316736654, 'JBCHEPHARM.NS': 0.1204759048190362, 'SAREGAMA.NS': 0.08418316336732654, 'DIXON.NS': 0.2499500099980004, 'PERSISTENT.NS': 0.23245350929814038}",365560.89,346652.3
2021-09-01,2021-10-01,"{'ADANIENT.NS': 0.25, 'TATAELXSI.NS': 0.1745, 'JBCHEPHARM.NS': 0.0535, 'SAREGAMA.NS': 0.2104, 'PERSISTENT.NS': 0.2401, 'MASTEK.NS': 0.0715}",395785.43,374455.48
2021-10-01,2021-11-01,"{'IEX.NS': 0.0985, 'TATAELXSI.NS': 0.2166, 'JBCHEPHARM.NS': 0.1385, 'MASTEK.NS': 0.1026, 'SAREGAMA.NS': 0.2099, 'PERSISTENT.NS': 0.2339}",415963.09,392633.71
2021-11-01,2021-12-01,"{'TIPSINDLTD.NS': 0.24997500249975002, 'TATAELXSI.NS': 0.14278572142785723, 'MASTEK.NS': 0.057394260573942604, 'SAREGAMA.NS': 0.23657634236576344, 'COSMOFIRST.NS': 0.12138786121387861, 'PERSISTENT.NS': 0.1918808119188081}",400845.99,377446.46
2021-12-01,2022-01-03,"{'ADANIENT.NS': 0.12488751124887511, 'TATAELXSI.NS': 0.2131786821317868, 'SAREGAMA.NS': 0.24247575242475752, 'COSMOFIRST.NS': 0.044295570442955706, 'PERSISTENT.NS': 0.24687531246875313, 'CDSL.NS': 0.1282871712828717}",445978.2,418996.06
2022-01-03,2022-02-01,"{'IEX.NS': 0.05479452054794521, 'ADANIENT.NS': 0.12248775122487751, 'TATAELXSI.NS': 0.17518248175182483, 'SAREGAMA.NS': 0.24997500249975002, 'COSMOFIRST.NS': 0.0337966203379662, 'PERSISTENT.NS': 0.24997500249975002, 'CDSL.NS': 0.11378862113788621}",448157.85,420035.84
2022-02-01,2022-03-02,"{'ADANIENT.NS': 0.0636, 'POWERINDIA.NS': 0.0928, 'RAJRATAN.NS': 0.25, 'SAREGAMA.NS': 0.2029, 'PDSL.NS': 0.1426, 'PERSISTENT.NS': 0.214, 'CDSL.NS': 0.0341}",318846.98,297957.26
2022-03-02,2022-04-01,"{'ATGL.NS': 0.2499500099980004, 'ADANIENT.NS': 0.02289542091581684, 'POWERINDIA.NS': 0.18506298740251947, 'SAREGAMA.NS': 0.2499500099980004, 'PERSISTENT.NS': 0.2499500099980004, 'CDSL.NS': 0.04219156168766247}",381950.3,356128.27
2022-04-01,2022-05-02,"{'ATGL.NS': 0.24527547245275472, 'ADANIENT.NS': 0.015198480151984802, 'TATAELXSI.NS': 0.20007999200079993, 'SAREGAMA.NS': 0.24997500249975002, 'GREENPANEL.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.03949605039496051}",371163.39,345218.62
2022-05-02,2022-06-01,"{'ADANIENT.NS': 0.1853, 'TATAELXSI.NS': 0.0668, 'CGPOWER.NS': 0.25, 'SAREGAMA.NS': 0.1695, 'GREENPANEL.NS': 0.25, 'PERSISTENT.NS': 0.0784}",348075.71,322928.8
2022-06-01,2022-07-01,"{'ADANIENT.NS': 0.1223, 'TATAELXSI.NS': 0.1149, 'CGPOWER.NS': 0.25, 'GOKEX.NS': 0.07, 'SAREGAMA.NS': 0.2065, 'GREENPANEL.NS': 0.2363}",322620.06,298544.21
2022-07-01,2022-08-01,"{'ADANIENT.NS': 0.24997500249975002, 'TATAELXSI.NS': 0.24977502249775022, 'CGPOWER.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.17078292170782922, 'PDSL.NS': 0.07949205079492051}",367665.67,339453.25
2022-08-01,2022-09-01,"{'ATGL.NS': 0.24467553244675533, 'ADANIENT.NS': 0.2054794520547945, 'TATAELXSI.NS': 0.19828017198280173, 'CGPOWER.NS': 0.24997500249975002, 'PDSL.NS': 0.10158984101589841}",397595.84,366236.76
2022-09-01,2022-10-03,"{'ATGL.NS': 0.2499500099980004, 'ADANIENT.NS': 0.18936212757448512, 'TATAELXSI.NS': 0.1854629074185163, 'CGPOWER.NS': 0.2499500099980004, 'PDSL.NS': 0.12527494501099778}",372613.74,342370.04
2022-10-03,2022-11-01,"{'ATGL.NS': 0.24997500249975002, 'SCHAEFFLER.NS': 0.1045895410458954, 'CGPOWER.NS': 0.24997500249975002, 'ELECON.NS': 0.19598040195980404, 'FLUOROCHEM.NS': 0.19948005199480054}",401236.57,367814.66
2022-11-01,2022-12-01,"{'ATGL.NS': 0.2499500099980004, 'SHAREINDIA.NS': 0.2499500099980004, 'ELECON.NS': 0.23105378924215159, 'FLUOROCHEM.NS': 0.07028594281143771, 'GANESHHOUC.NS': 0.19876024795040992}",415407.07,379904.8
2022-12-01,2023-01-02,"{'ATGL.NS': 0.25, 'ADANIENT.NS': 0.25, 'CGPOWER.NS': 0.25, 'ELECON.NS': 0.25}",388941.66,354829.22
2023-01-02,2023-02-01,"{'ATGL.NS': 0.24997500249975002, 'CGPOWER.NS': 0.24997500249975002, 'SOLARINDS.NS': 0.18798120187981202, 'APARINDS.NS': 0.1730826917308269, 'KSB.NS': 0.0423957604239576, 'VBL.NS': 0.08249175082491751, 'CGCL.NS': 0.014098590140985901}",346907.41,315627.62
2023-02-01,2023-03-01,"{'SCHAEFFLER.NS': 0.19698030196980304, 'CGPOWER.NS': 0.24997500249975002, 'SOLARINDS.NS': 0.1476852314768523, 'ELECON.NS': 0.2081791820817918, 'APARINDS.NS': 0.12128787121287872, 'VBL.NS': 0.0758924107589241}",375237.16,340580.95
2023-03-01,2023-04-03,"{'SAFARI.NS': 0.08638272345530894, 'SCHAEFFLER.NS': 0.03189362127574485, 'CGPOWER.NS': 0.2499500099980004, 'KPITTECH.NS': 0.21635672865426916, 'APARINDS.NS': 0.17766446710657868, 'FLUOROCHEM.NS': 0.237752449510098}",373121.07,337814.3
2023-04-03,2023-05-02,"{'CGPOWER.NS': 0.20667933206679331, 'KPITTECH.NS': 0.1633836616338366, 'APARINDS.NS': 0.13428657134286573, 'JSL.NS': 0.017198280171982803, 'INGERRAND.NS': 0.20247975202479754, 'FLUOROCHEM.NS': 0.18818118188181182, 'VBL.NS': 0.08779122087791222}",396600.42,358189.9
2023-05-02,2023-06-01,"{'SAFARI.NS': 0.14337132573485303, 'KEI.NS': 0.07468506298740252, 'TITAGARH.NS': 0.22025594881023794, 'APARINDS.NS': 0.15666866626674666, 'INGERRAND.NS': 0.13297340531893623, 'VBL.NS': 0.08738252349530094, 'BLS.NS': 0.1846630673865227}",419379.79,377832.1
2023-06-01,2023-07-03,"{'SAFARI.NS': 0.17790000000000003, 'KEI.NS': 0.023100000000000002, 'TITAGARH.NS': 0.14990000000000003, 'CGPOWER.NS': 0.19650000000000004, 'HAL.NS': 0.06290000000000001, 'APARINDS.NS': 0.11040000000000001, 'SAKSOFT.NS': 0.06580000000000001, 'VBL.NS': 0.11080000000000001, 'BLS.NS': 0.10270000000000001}",487880.23,438493.24
2023-07-03,2023-08-01,"{'SAFARI.NS': 0.19276144771045792, 'TITAGARH.NS': 0.1710657868426315, 'CGPOWER.NS': 0.21805638872225555, 'HAL.NS': 0.14107178564287143, 'APARINDS.NS': 0.15576884623075385, 'SAKSOFT.NS': 0.06928614277144571, 'VBL.NS': 0.051989602079584085}",521394.72,467488.14
2023-08-01,2023-09-01,"{'SAFARI.NS': 0.1498850114988501, 'KEI.NS': 0.0478952104789521, 'TITAGARH.NS': 0.20807919208079192, 'CGPOWER.NS': 0.24997500249975002, 'HAL.NS': 0.15528447155284472, 'APARINDS.NS': 0.1323867613238676, 'VBL.NS': 0.05649435056494351}",606087.21,542178.34
2023-09-01,2023-10-03,"{'SAFARI.NS': 0.14458554144585542, 'TITAGARH.NS': 0.23477652234776525, 'CGPOWER.NS': 0.24997500249975002, 'APARINDS.NS': 0.20197980201979804, 'JBMA.NS': 0.1686831316868313}",618021.14,551548.9
2023-10-03,2023-11-01,"{'SAFARI.NS': 0.25075225677031093, 'TITAGARH.NS': 0.25075225677031093, 'CGPOWER.NS': 0.1624874623871615, 'HAL.NS': 0.03279839518555667, 'APARINDS.NS': 0.25075225677031093, 'VBL.NS': 0.052457372116349044}",591650.24,526706.36
2023-11-01,2023-12-01,"{'SAFARI.NS': 0.22177782221777823, 'TITAGARH.NS': 0.23497650234976503, 'APARINDS.NS': 0.2064793520647935, 'BLS.NS': 0.0748925107489251, 'ANANDRATHI.NS': 0.21647835216478353, 'VBL.NS': 0.013798620137986202, 'SAKSOFT.NS': 0.031596840315968405}",685903.69,609220.86
2023-12-01,2023-12-29,"{'SAFARI.NS': 0.15676864627074585, 'TITAGARH.NS': 0.22615476904619078, 'APARINDS.NS': 0.16516696660667868, 'ANANDRATHI.NS': 0.2499500099980004, 'VBL.NS': 0.03569286142771446, 'PFC.NS': 0.09718056388722256, 'BLS.NS': 0.0690861827634473}",710808.47,629829.33
