buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'AAVAS.NS': 0.25232135647961246, 'GRSE.NS': 0.2097295115058539, 'HDFCAMC.NS': 0.19872830036334277, 'PIIND.NS': 0.13443681873233754, 'NAM-INDIA.NS': 0.12646346386758175, 'NESCO.NS': 0.04763827210335083, 'LALPATHLAB.NS': 0.030682276947920875}",70696.99,70409.99
2020-04-01,2020-07-01,"{'ABBOTINDIA.NS': 0.24995000999800035, 'ADANIGREEN.NS': 0.24995000999800035, 'GMMPFAUDLR.NS': 0.16496700659868024, 'IPCALAB.NS': 0.1326734653069386, 'NESTLEIND.NS': 0.06618676264747049, 'JBCHEPHARM.NS': 0.04929014197160567, 'RELAXO.NS': 0.045390921815636864, 'GUJGASLTD.NS': 0.04159168166366726}",105449.67,104709.59
2020-07-01,2020-10-01,"{'ALKYLAMINE.NS': 0.24997500249975002, 'GMMPFAUDLR.NS': 0.24997500249975002, 'NAVINFLUOR.NS': 0.24997500249975002, 'GRANULES.NS': 0.16128387161283872, 'ABBOTINDIA.NS': 0.08879112088791122}",138199.71,136904.78
2020-10-01,2021-01-01,"{'ALKYLAMINE.NS': 0.24997500249975002, 'GRANULES.NS': 0.24997500249975002, 'JBCHEPHARM.NS': 0.19118088191180882, 'NAVINFLUOR.NS': 0.15898410158984103, 'IPCALAB.NS': 0.1498850114988501}",148293.2,146533.69
2021-01-01,2021-04-01,"{'ALKYLAMINE.NS': 0.24997500249975002, 'DIVISLAB.NS': 0.08589141085891411, 'POWERINDIA.NS': 0.24217578242175783, 'JBCHEPHARM.NS': 0.24717528247175283, 'NAVINFLUOR.NS': 0.17478252174782524}",177431.26,174916.02
2021-04-01,2021-07-01,"{'PGEL.NS': 0.2499500099980004, 'EVEREADY.NS': 0.2499500099980004, 'DIXON.NS': 0.23715256948610278, 'POONAWALLA.NS': 0.15246950609878024, 'DEEPAKNTR.NS': 0.039192161567686463, 'FCL.NS': 0.033593281343731254, 'PERSISTENT.NS': 0.021195760847830435, 'PRSMJOHNSN.NS': 0.016496700659868028}",207759.54,204294.37
2021-07-01,2021-10-01,"{'GREENPANEL.NS': 0.24997500249975002, 'GPIL.NS': 0.24997500249975002, 'SUBEXLTD.NS': 0.14138586141385862, 'SPLPETRO.NS': 0.1323867613238676, 'ECLERX.NS': 0.0913908609139086, 'HIL.NS': 0.0585941405859414, 'HINDWAREAP.NS': 0.04029597040295971, 'GATI.NS': 0.035996400359964}",188310.69,184641.9
2021-10-01,2022-01-03,"{'PDSL.NS': 0.24997500249975002, 'RAJRATAN.NS': 0.24997500249975002, 'CARBORUNIV.NS': 0.1300869913008699, 'OIL.NS': 0.1058894110588941, 'RELINFRA.NS': 0.1044895510448955, 'COSMOFIRST.NS': 0.0745925407459254, 'DATAMATICS.NS': 0.070992900709929, 'ECLERX.NS': 0.013998600139986002}",208990.88,204391.19
2022-01-03,2022-04-01,"{'CGPOWER.NS': 0.24997500249975002, 'SHAREINDIA.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.24997500249975002, 'TATAELXSI.NS': 0.1461853814618538, 'IEX.NS': 0.10388961103889612}",225647.73,220166.44
2022-04-01,2022-07-01,"{'JINDWORLD.NS': 0.24997500249975008, 'FLUOROCHEM.NS': 0.24997500249975008, 'SHAREINDIA.NS': 0.24007599240076, 'GOKEX.NS': 0.13128687131286873, 'TATAELXSI.NS': 0.04879512048795122, 'GREENPANEL.NS': 0.04879512048795122, 'DBREALTY.NS': 0.03109689031096891}",193606.45,188371.49
2022-07-01,2022-10-03,"{'MAHSEAMLES.NS': 0.2522704339051463, 'SCHAEFFLER.NS': 0.2522704339051463, 'SHOPERSTOP.NS': 0.20736629667003026, 'RAYMOND.NS': 0.1218970736629667, 'FCL.NS': 0.11019172552976791, 'ADANIGREEN.NS': 0.05600403632694248}",271565.56,263658.65
2022-10-03,2023-01-02,"{'ADANIPOWER.NS': 0.24997500249975002, 'SHOPERSTOP.NS': 0.21627837216278373, 'SCHAEFFLER.NS': 0.1912808719128087, 'MAHSEAMLES.NS': 0.18168183181681832, 'FCL.NS': 0.055594440555944404, 'FINEORG.NS': 0.05449455054494551, 'BDL.NS': 0.05069493050694931}",237820.91,230273.51
2023-01-02,2023-04-03,"{'BLS.NS': 0.24997500249975002, 'HAL.NS': 0.24397560243975602, 'VBL.NS': 0.17398260173982602, 'GESHIP.NS': 0.1725827417258274, 'SHANTIGEAR.NS': 0.0846915308469153, 'ADANIENT.NS': 0.0632936706329367, 'BDL.NS': 0.011498850114988501}",235255.91,227201.91
2023-04-03,2023-07-03,"{'APARINDS.NS': 0.24997500249975002, 'TITAGARH.NS': 0.24997500249975002, 'VBL.NS': 0.21977802219778023, 'IONEXCHANG.NS': 0.208979102089791, 'CIEINDIA.NS': 0.04949505049495051, 'JWL.NS': 0.021797820217978204}",336848.03,324644.02
2023-07-03,2023-10-03,"{'JSL.NS': 0.2511553144464537, 'TITAGARH.NS': 0.2511553144464537, 'BECTORFOOD.NS': 0.2006228651798272, 'SAKSOFT.NS': 0.1644564998995379, 'APARINDS.NS': 0.13261000602772757}",462350.91,444719.93
2023-10-03,2023-12-29,"{'TITAGARH.NS': 0.25017512258581004, 'RECLTD.NS': 0.25017512258581004, 'JSL.NS': 0.25017512258581004, 'KAYNES.NS': 0.13469428600020011, 'JINDALSAW.NS': 0.11478034624236964}",583736.69,560346.87
