buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'HDFCAMC.NS': 0.1987082450297709, 'NAM-INDIA.NS': 0.12655161973963064, 'NESCO.NS': 0.047532546170148356, 'GRSE.NS': 0.20970834594812798, 'AAVAS.NS': 0.2522958926228681, 'PIIND.NS': 0.13442325158946414, 'LALPATHLAB.NS': 0.030780098899989908}",70699.41,70412.41
2020-04-01,2020-07-01,"{'IPCALAB.NS': 0.23157684231576842, 'ABBOTINDIA.NS': 0.24997500249975002, 'NESTLEIND.NS': 0.24997500249975002, 'LALPATHLAB.NS': 0.0184981501849815, 'ADANIGREEN.NS': 0.24997500249975002}",97222.67,96578.0
2020-07-01,2020-10-01,"{'GMMPFAUDLR.NS': 0.24997500249975002, 'ABBOTINDIA.NS': 0.08879112088791122, 'ALKYLAMINE.NS': 0.24997500249975002, 'NAVINFLUOR.NS': 0.24997500249975002, 'GRANULES.NS': 0.16128387161283872}",127417.61,126267.72
2020-10-01,2021-01-01,"{'IPCALAB.NS': 0.14988501149885008, 'ALKYLAMINE.NS': 0.24997500249974997, 'NAVINFLUOR.NS': 0.158984101589841, 'JBCHEPHARM.NS': 0.1911808819118088, 'GRANULES.NS': 0.24997500249974997}",136723.62,135144.75
2021-01-01,2021-04-01,"{'DIVISLAB.NS': 0.08589141085891411, 'ALKYLAMINE.NS': 0.24997500249975002, 'NAVINFLUOR.NS': 0.17478252174782524, 'POWERINDIA.NS': 0.24217578242175783, 'JBCHEPHARM.NS': 0.24717528247175283}",163588.38,161314.28
2021-04-01,2021-07-01,"{'PRINCEPIPE.NS': 0.11838816118388162, 'EVEREADY.NS': 0.24997500249975002, 'ELGIEQUIP.NS': 0.15718428157184283, 'PRSMJOHNSN.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.22447755224477553}",201742.73,198488.23
2021-07-01,2021-10-01,"{'GPIL.NS': 0.24997500249975002, 'SPLPETRO.NS': 0.24997500249975002, 'ECLERX.NS': 0.23077692230776922, 'GRAPHITE.NS': 0.019298070192980705, 'GREENPANEL.NS': 0.24997500249975002}",183983.4,180545.39
2021-10-01,2022-01-03,"{'COSMOFIRST.NS': 0.1117, 'CARBORUNIV.NS': 0.169, 'PDSL.NS': 0.25, 'RAJRATAN.NS': 0.25, 'OIL.NS': 0.1506, 'ECLERX.NS': 0.0687}",205511.18,201184.89
2022-01-03,2022-04-01,"{'SCHAEFFLER.NS': 0.17938206179382063, 'LTTS.NS': 0.0478952104789521, 'TATAELXSI.NS': 0.24997500249975002, 'CGPOWER.NS': 0.24997500249975002, 'SAREGAMA.NS': 0.24997500249975002, 'COFORGE.NS': 0.022797720227977204}",224318.53,219068.32
2022-04-01,2022-07-01,"{'SHAREINDIA.NS': 0.24997500249975002, 'FLUOROCHEM.NS': 0.24997500249975002, 'TATAELXSI.NS': 0.11098890110988902, 'JINDWORLD.NS': 0.24997500249975002, 'GREENPANEL.NS': 0.13908609139086092}",193373.68,188347.74
2022-07-01,2022-10-03,"{'SCHAEFFLER.NS': 0.2522704339051463, 'SHOPERSTOP.NS': 0.20736629667003026, 'ADANIGREEN.NS': 0.05600403632694248, 'MAHSEAMLES.NS': 0.2522704339051463, 'FCL.NS': 0.11019172552976791, 'RAYMOND.NS': 0.1218970736629667}",271239.06,263625.34
2022-10-03,2023-01-02,"{'MAHSEAMLES.NS': 0.1856, 'SHOPERSTOP.NS': 0.2271, 'SCHAEFFLER.NS': 0.2101, 'BDL.NS': 0.0607, 'FINEORG.NS': 0.0665, 'ADANIPOWER.NS': 0.25}",240819.42,233447.58
2023-01-02,2023-04-03,"{'HAL.NS': 0.2499500099980004, 'BDL.NS': 0.07558488302339532, 'ADANIENT.NS': 0.1818636272745451, 'GESHIP.NS': 0.2426514697060588, 'BLS.NS': 0.2499500099980004}",218435.45,211208.82
2023-04-03,2023-07-03,"{'VBL.NS': 0.21977802219778023, 'CIEINDIA.NS': 0.04949505049495051, 'JWL.NS': 0.021797820217978204, 'TITAGARH.NS': 0.24997500249975002, 'APARINDS.NS': 0.24997500249975002, 'IONEXCHANG.NS': 0.208979102089791}",312763.88,301786.53
2023-07-03,2023-10-03,"{'MARKSANS.NS': 0.013, 'SAKSOFT.NS': 0.1908, 'KEI.NS': 0.0171, 'JSL.NS': 0.25, 'TITAGARH.NS': 0.25, 'BECTORFOOD.NS': 0.25, 'KPITTECH.NS': 0.0291}",411796.15,396502.98
2023-10-03,2023-12-29,"{'KAYNES.NS': 0.19938006199380062, 'RECLTD.NS': 0.24997500249975002, 'NEWGEN.NS': 0.05069493050694931, 'JSL.NS': 0.24997500249975002, 'TITAGARH.NS': 0.24997500249975002}",532227.88,511437.15
