buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2021-03-01,2021-04-01,"{'TANLA.NS': 0.39729837107667854, 'CGPOWER.NS': 0.3745530393325387, 'DIXON.NS': 0.20232419547079852, 'TEJASNET.NS': 0.015693285657528804, 'TIPSINDLTD.NS': 0.010131108462455303}",559815.33,541241.07
2021-04-01,2021-05-03,"{'TANLA.NS': 0.3333333333333333, 'INTELLECT.NS': 0.3333333333333333, 'CGPOWER.NS': 0.3333333333333333}",569517.31,549442.15
2021-05-03,2021-06-01,"{'TANLA.NS': 0.39603960396039606, 'SUBEXLTD.NS': 0.29435643564356434, 'ATGL.NS': 0.19594059405940592, 'INTELLECT.NS': 0.11366336633663367}",604867.72,582306.48
2021-06-01,2021-07-01,"{'CGPOWER.NS': 0.39603960396039606, 'ATGL.NS': 0.39603960396039606, 'INTELLECT.NS': 0.2079207920792079}",510730.97,490516.98
2021-07-01,2021-08-02,"{'TIPSINDLTD.NS': 0.3449504950495049, 'ADANIENT.NS': 0.33811881188118814, 'CGPOWER.NS': 0.2604950495049505, 'GPIL.NS': 0.05643564356435644}",498251.27,477455.21
2021-08-02,2021-09-01,"{'RAJRATAN.NS': 0.39603960396039606, 'GPIL.NS': 0.39603960396039606, 'ADANIENT.NS': 0.2079207920792079}",407278.43,389325.4
2021-09-01,2021-10-01,"{'RAJRATAN.NS': 0.39603960396039606, 'SAREGAMA.NS': 0.39603960396039606, 'ELECON.NS': 0.2079207920792079}",427972.03,408221.82
2021-10-01,2021-11-01,"{'ELECON.NS': 0.39603960396039606, 'JSWENERGY.NS': 0.39603960396039606, 'RAJRATAN.NS': 0.2079207920792079}",418856.36,398629.82
2021-11-01,2021-12-01,"{'GANESHHOUC.NS': 0.39603960396039606, 'SHAREINDIA.NS': 0.39603960396039606, 'RAJRATAN.NS': 0.2079207920792079}",401369.83,381117.71
2021-12-01,2022-01-03,"{'BCG.NS': 0.39603960396039606, 'OLECTRA.NS': 0.39603960396039606, 'SHAREINDIA.NS': 0.1601980198019802, 'GANESHHOUC.NS': 0.047722772277227724}",400521.72,379444.39
2022-01-03,2022-02-01,"{'BCG.NS': 0.39603960396039606, 'GANESHHOUC.NS': 0.39603960396039606, 'SAREGAMA.NS': 0.2079207920792079}",374886.96,354333.65
2022-02-01,2022-03-02,"{'BCG.NS': 0.39603960396039606, 'SHAREINDIA.NS': 0.28871287128712875, 'TIPSINDLTD.NS': 0.2103960396039604, 'OLECTRA.NS': 0.09297029702970297, 'ATGL.NS': 0.011881188118811881}",289357.87,272748.72
2022-03-02,2022-04-01,"{'BCG.NS': 0.39600039600039605, 'JINDWORLD.NS': 0.22245322245322247, 'SHAREINDIA.NS': 0.1478071478071478, 'JSWENERGY.NS': 0.14345114345114346, 'FLUOROCHEM.NS': 0.04613404613404613, 'TIPSINDLTD.NS': 0.044154044154044156}",352818.58,331822.78
2022-04-01,2022-05-02,"{'BCG.NS': 0.3940594059405941, 'JINDWORLD.NS': 0.19267326732673268, 'ANGELONE.NS': 0.09623762376237623, 'GLOBUSSPR.NS': 0.09267326732673267, 'FLUOROCHEM.NS': 0.08336633663366336, 'SHAREINDIA.NS': 0.07207920792079209, 'GOKEX.NS': 0.03683168316831683, 'GANESHHOUC.NS': 0.03207920792079208}",330825.29,310322.28
2022-05-02,2022-06-01,"{'JINDWORLD.NS': 0.39603960396039606, 'EASEMYTRIP.NS': 0.18, 'GOKEX.NS': 0.16732673267326734, 'GANESHHOUC.NS': 0.09198019801980198, 'TRIDENT.NS': 0.08366336633663367, 'MANINFRA.NS': 0.08099009900990099}",308398.69,288547.58
2022-06-01,2022-07-01,"{'JINDWORLD.NS': 0.39603960396039606, 'GANESHHOUC.NS': 0.22524752475247525, 'FLUOROCHEM.NS': 0.15366336633663366, 'BLS.NS': 0.14386138613861388, 'SBCL.NS': 0.056633663366336635, 'GOKEX.NS': 0.024554455445544552}",276105.76,257649.29
2022-07-01,2022-08-01,"{'SBCL.NS': 0.33448856322408155, 'BLS.NS': 0.3134963857807704, 'GANESHHOUC.NS': 0.15159916823447867, 'CGPOWER.NS': 0.05198534508367165, 'VRLLOG.NS': 0.05178730567382909, 'FLUOROCHEM.NS': 0.03604317259134568, 'ATGL.NS': 0.029309832656698682, 'TRIDENT.NS': 0.03129022675512427}",322421.78,300141.29
2022-08-01,2022-09-01,"{'ATGL.NS': 0.39603960396039606, 'ADANIPOWER.NS': 0.27534653465346537, 'SBCL.NS': 0.19881188118811882, 'BLS.NS': 0.1298019801980198}",392052.45,364180.23
2022-09-01,2022-10-03,"{'ADANIPOWER.NS': 0.39603960396039606, 'SBCL.NS': 0.30504950495049504, 'WSTCSTPAPR.NS': 0.06504950495049504, 'CGPOWER.NS': 0.06158415841584158, 'KKCL.NS': 0.05712871287128713, 'MAHSEAMLES.NS': 0.05198019801980198, 'GANESHHOUC.NS': 0.04366336633663366, 'PGEL.NS': 0.019504950495049505}",389765.35,361143.73
2022-10-03,2022-11-01,"{'ADANIPOWER.NS': 0.39603960396039606, 'SHOPERSTOP.NS': 0.322970297029703, 'FCL.NS': 0.18396039603960396, 'SBCL.NS': 0.06346534653465347, 'MAHSEAMLES.NS': 0.033564356435643566}",383825.74,354785.28
2022-11-01,2022-12-01,"{'ADANIPOWER.NS': 0.3996403237086622, 'BLS.NS': 0.3065241282845439, 'FCL.NS': 0.2686582076131481, 'SHANTIGEAR.NS': 0.025177340393645716}",381913.78,352185.98
2022-12-01,2023-01-02,"{'BLS.NS': 0.39603960396039606, 'MAZDOCK.NS': 0.39603960396039606, 'ADANIPOWER.NS': 0.2079207920792079}",341212.14,313878.52
2023-01-02,2023-02-01,"{'BLS.NS': 0.40144520272982737, 'MAZDOCK.NS': 0.40144520272982737, 'KARURVYSYA.NS': 0.14351665997591326, 'KTKBANK.NS': 0.03984343637093536, 'RAYMOND.NS': 0.013749498193496587}",336111.84,308426.79
2023-02-01,2023-03-01,"{'BLS.NS': 0.39603960396039606, 'APARINDS.NS': 0.39603960396039606, 'KTKBANK.NS': 0.2079207920792079}",356629.96,326513.86
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.39603960396039606, 'BLS.NS': 0.39603960396039606, 'ELECON.NS': 0.2079207920792079}",372716.77,340462.2
2023-04-03,2023-05-02,"{'APARINDS.NS': 0.39603960396039606, 'KIRLOSENG.NS': 0.39603960396039606, 'BLS.NS': 0.2079207920792079}",389395.4,354884.48
2023-05-02,2023-06-01,"{'APARINDS.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'SAKSOFT.NS': 0.2079207920792079}",417259.8,379424.34
2023-06-01,2023-07-03,"{'APARINDS.NS': 0.39603960396039606, 'RVNL.NS': 0.39603960396039606, 'TITAGARH.NS': 0.2079207920792079}",510996.22,463683.11
2023-07-03,2023-08-01,"{'TITAGARH.NS': 0.39603960396039606, 'RVNL.NS': 0.39603960396039606, 'SAKSOFT.NS': 0.2079207920792079}",571188.5,517171.19
2023-08-01,2023-09-01,"{'POWERMECH.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'RVNL.NS': 0.2079207920792079}",612447.58,553295.4
2023-09-01,2023-10-03,"{'TITAGARH.NS': 0.39603960396039606, 'JWL.NS': 0.39603960396039606, 'RVNL.NS': 0.2079207920792079}",600008.35,540794.59
2023-10-03,2023-11-01,"{'TITAGARH.NS': 0.39603960396039606, 'JWL.NS': 0.39603960396039606, 'APARINDS.NS': 0.2079207920792079}",581448.95,522836.78
2023-11-01,2023-12-01,"{'JINDALSAW.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'SUZLON.NS': 0.2079207920792079}",697640.28,625986.6
2023-12-01,2023-12-29,"{'JINDALSAW.NS': 0.39603960396039606, 'TITAGARH.NS': 0.39603960396039606, 'NEWGEN.NS': 0.2079207920792079}",696274.94,623318.49
