buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-11-02,2020-12-01,"{'AMBER.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIENT.NS': 0.25, 'APLAPOLLO.NS': 0.25}",141127.12,136535.26
2020-12-01,2021-01-01,"{'CGCL.NS': 0.0376962303769623, 'INTELLECT.NS': 0.24997500249975002, 'TANLA.NS': 0.24997500249975002, 'ADANIENT.NS': 0.24997500249975002, 'APLAPOLLO.NS': 0.21237876212378762}",160706.17,155092.27
2021-01-01,2021-02-01,"{'APLAPOLLO.NS': 0.25, 'INTELLECT.NS': 0.25, 'TANLA.NS': 0.25, 'ADANIENT.NS': 0.25}",171633.04,165237.43
2021-02-01,2021-03-01,"{'CGCL.NS': 0.08839116088391162, 'ASHOKLEY.NS': 0.18308169183081693, 'INTELLECT.NS': 0.22857714228577142, 'ADANIENT.NS': 0.24997500249975002, 'APLAPOLLO.NS': 0.24997500249975002}",215604.03,207099.92
2021-03-01,2021-04-01,"{'CHOLAFIN.NS': 0.25, 'INTELLECT.NS': 0.25, 'KAJARIACER.NS': 0.25, 'ADANIENT.NS': 0.25}",274586.55,263199.98
2021-04-01,2021-05-03,"{'CHOLAFIN.NS': 0.2346765323467653, 'GRASIM.NS': 0.20247975202479754, 'ADANIPORTS.NS': 0.0628937106289371, 'INTELLECT.NS': 0.24997500249975002, 'ADANIENT.NS': 0.24997500249975002}",279836.04,267596.78
2021-05-03,2021-06-01,"{'VEDL.NS': 0.25, 'DEEPAKNTR.NS': 0.25, 'PRAJIND.NS': 0.25, 'ADANIENT.NS': 0.25}",309404.83,295216.31
2021-06-01,2021-07-01,"{'TIPSINDLTD.NS': 0.25, 'ATGL.NS': 0.25, 'PRAJIND.NS': 0.25, 'ADANIENT.NS': 0.25}",346292.11,329692.03
2021-07-01,2021-08-02,"{'SAREGAMA.NS': 0.125, 'PDSL.NS': 0.125, 'TIPSINDLTD.NS': 0.125, 'ELECON.NS': 0.125, 'CYIENT.NS': 0.125, 'PRAJIND.NS': 0.125, 'COSMOFIRST.NS': 0.125, 'ADANIENT.NS': 0.125}",380439.06,361346.09
2021-08-02,2021-09-01,"{'SAREGAMA.NS': 0.24997500249975002, 'CDSL.NS': 0.24997500249975002, 'PDSL.NS': 0.13948605139486053, 'JSWENERGY.NS': 0.24997500249975002, 'COSMOFIRST.NS': 0.11058894110588942}",365170.76,346014.06
2021-09-01,2021-10-01,"{'MASTEK.NS': 0.25, 'JSWENERGY.NS': 0.25, 'ELECON.NS': 0.25, 'COSMOFIRST.NS': 0.25}",432547.45,408992.2
2021-10-01,2021-11-01,"{'SRF.NS': 0.2454728370221328, 'TIRUMALCHM.NS': 0.2515090543259557, 'JSWENERGY.NS': 0.2515090543259557, 'MASTEK.NS': 0.2515090543259557}",400049.36,377363.86
2021-11-01,2021-12-01,"{'MPHASIS.NS': 0.10628937106289371, 'HGINFRA.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.2485751424857514, 'BRIGADE.NS': 0.1451854814518548, 'GANESHHOUC.NS': 0.24997500249975002}",376206.03,354012.61
2021-12-01,2022-01-03,"{'TRIDENT.NS': 0.24997500249975002, 'LTTS.NS': 0.24997500249975002, 'MANINFRA.NS': 0.24997500249975002, 'PERSISTENT.NS': 0.09759024097590242, 'BRIGADE.NS': 0.1524847515248475}",415184.36,389816.5
2022-01-03,2022-02-01,"{'ESABINDIA.NS': 0.12718728127187282, 'TRIDENT.NS': 0.24997500249975002, 'BCG.NS': 0.24997500249975002, 'CGPOWER.NS': 0.24997500249975002, 'LTIM.NS': 0.12288771122887711}",405574.13,379888.46
2022-02-01,2022-03-02,"{'TRIDENT.NS': 0.25, 'ATGL.NS': 0.25, 'CGPOWER.NS': 0.25, 'JINDWORLD.NS': 0.25}",366698.72,342635.09
2022-03-02,2022-04-01,"{'TRIDENT.NS': 0.24997500249975002, 'FINEORG.NS': 0.14388561143885611, 'ESCORTS.NS': 0.024297570242975703, 'GOKEX.NS': 0.24997500249975002, 'JINDWORLD.NS': 0.24997500249975002, 'SFL.NS': 0.08189181081891811}",379841.02,354068.96
2022-04-01,2022-05-02,"{'GREENPANEL.NS': 0.24997500249975002, 'NH.NS': 0.211978802119788, 'SCHAEFFLER.NS': 0.011398860113988602, 'JINDWORLD.NS': 0.24997500249975002, 'GREENLAM.NS': 0.08039196080391961, 'SFL.NS': 0.19628037196280373}",375620.76,349283.04
2022-05-02,2022-06-01,"{'POLYPLEX.NS': 0.25, 'ADANIGREEN.NS': 0.25, 'SCHAEFFLER.NS': 0.25, 'RHIM.NS': 0.25}",342617.72,317810.1
2022-06-01,2022-07-01,"{'SHARDACROP.NS': 0.25, 'CHENNPETRO.NS': 0.25, 'SCHAEFFLER.NS': 0.25, 'RHIM.NS': 0.25}",315194.47,291648.46
2022-07-01,2022-08-01,"{'CGCL.NS': 0.04659534046595341, 'ITC.NS': 0.1260873912608739, 'CHENNPETRO.NS': 0.24997500249975002, 'SCHAEFFLER.NS': 0.1371862813718628, 'AWL.NS': 0.24997500249975002, 'VBL.NS': 0.19018098190180982}",349408.56,322544.65
2022-08-01,2022-09-01,"{'GESHIP.NS': 0.049888911331044235, 'BLS.NS': 0.2524742476267421, 'JKIL.NS': 0.2524742476267421, 'SCHAEFFLER.NS': 0.19268834578872956, 'ADANIPOWER.NS': 0.2524742476267421}",376111.58,346384.64
2022-09-01,2022-10-03,"{'KSB.NS': 0.20745850829834034, 'SCHAEFFLER.NS': 0.1192761447710458, 'ELECON.NS': 0.2499500099980004, 'VBL.NS': 0.09868026394721055, 'AIAENG.NS': 0.07468506298740252, 'ADANIPOWER.NS': 0.2499500099980004}",358864.54,329666.76
2022-10-03,2022-11-01,"{'BLS.NS': 0.24997500249975002, 'CHOICEIN.NS': 0.014698530146985302, 'TVSMOTOR.NS': 0.22257774222577742, 'SCHAEFFLER.NS': 0.17078292170782922, 'ELECON.NS': 0.24997500249975002, 'VBL.NS': 0.09199080091990801}",391739.95,359015.38
2022-11-01,2022-12-01,"{'APARINDS.NS': 0.20567943205679431, 'BLS.NS': 0.0240975902409759, 'CHOICEIN.NS': 0.18168183181681832, 'TVSMOTOR.NS': 0.10148985101489852, 'KARURVYSYA.NS': 0.24997500249975002, 'SAFARI.NS': 0.23707629237076294}",385852.38,352743.64
2022-12-01,2023-01-02,"{'UJJIVAN.NS': 0.1892, 'KRBL.NS': 0.1316, 'KARURVYSYA.NS': 0.25, 'TITAGARH.NS': 0.0411, 'JTEKTINDIA.NS': 0.1381, 'COCHINSHIP.NS': 0.25}",370236.06,337609.31
2023-01-02,2023-02-01,"{'APARINDS.NS': 0.2470752924707529, 'MAZDOCK.NS': 0.24997500249975002, 'IDFCFIRSTB.NS': 0.028097190280971903, 'KARURVYSYA.NS': 0.24997500249975002, 'IDBI.NS': 0.0653934606539346, 'JTEKTINDIA.NS': 0.15948405159484053}",356299.73,324073.11
2023-02-01,2023-03-01,"{'JWL.NS': 0.25, 'SOUTHBANK.NS': 0.25, 'RVNL.NS': 0.25, 'KARURVYSYA.NS': 0.25}",316764.59,287373.85
2023-03-01,2023-04-03,"{'APARINDS.NS': 0.1005, 'BECTORFOOD.NS': 0.0148, 'SUPREMEIND.NS': 0.1626, 'OIL.NS': 0.1226, 'PNBHOUSING.NS': 0.1214, 'KPITTECH.NS': 0.1098, 'JSL.NS': 0.25, 'JTLIND.NS': 0.1183}",310900.03,281293.43
2023-04-03,2023-05-02,"{'MARKSANS.NS': 0.1142, 'OIL.NS': 0.2153, 'JBMA.NS': 0.1259, 'SONATSOFTW.NS': 0.2117, 'JSL.NS': 0.25, 'SUNFLAG.NS': 0.0829}",319581.14,288415.85
2023-05-02,2023-06-01,"{'SAKSOFT.NS': 0.1724, 'APARINDS.NS': 0.0804, 'TIIL.NS': 0.193, 'JBMA.NS': 0.1952, 'SONATSOFTW.NS': 0.135, 'CYIENT.NS': 0.0857, 'MARKSANS.NS': 0.1383}",355019.61,319607.39
2023-06-01,2023-07-03,"{'SAKSOFT.NS': 0.18650393383094618, 'BECTORFOOD.NS': 0.058301391970950175, 'TIIL.NS': 0.037421827718378056, 'JBMA.NS': 0.15432721404075048, 'NEWGEN.NS': 0.18115795844260646, 'KAYNES.NS': 0.24551139802299782, 'AGI.NS': 0.136776275973371}",426290.61,382873.31
2023-07-03,2023-08-01,"{'SAKSOFT.NS': 0.2253774622537746, 'RKFORGE.NS': 0.0156984301569843, 'BECTORFOOD.NS': 0.15908409159084091, 'NEWGEN.NS': 0.17128287171282872, 'KAYNES.NS': 0.1145885411458854, 'CHENNPETRO.NS': 0.08799120087991201, 'KIRLOSBROS.NS': 0.08819118088191182, 'CYIENT.NS': 0.13778622137786223}",470309.52,421376.94
2023-08-01,2023-09-01,"{'ACE.NS': 0.19878012198780123, 'ANANTRAJ.NS': 0.051294870512948704, 'KIRLOSBROS.NS': 0.24997500249975002, 'POWERMECH.NS': 0.24997500249975002, 'GLENMARK.NS': 0.24997500249975002}",459475.78,410660.38
2023-09-01,2023-10-03,"{'RKFORGE.NS': 0.25, 'ACE.NS': 0.1936, 'NEULANDLAB.NS': 0.1465, 'ANANTRAJ.NS': 0.1599, 'RECLTD.NS': 0.25}",462646.17,412488.94
2023-10-03,2023-11-01,"{'MAZDOCK.NS': 0.24167583241675833, 'GABRIEL.NS': 0.18218178182181782, 'SCHNEIDER.NS': 0.15498450154984503, 'RECLTD.NS': 0.1711828817118288, 'BSE.NS': 0.24997500249975002}",481304.08,428099.08
2023-11-01,2023-12-01,"{'IMFA.NS': 0.010998900109989001, 'NAM-INDIA.NS': 0.23907609239076094, 'GRAVITA.NS': 0.24997500249975002, 'SUZLON.NS': 0.24997500249975002, 'BSE.NS': 0.24997500249975002}",581030.53,515656.43
2023-12-01,2023-12-29,"{'NAM-INDIA.NS': 0.25, 'GRAVITA.NS': 0.25, 'SUZLON.NS': 0.25, 'BSE.NS': 0.25}",565578.03,500730.55
