buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-02-03,"{'ADANIGREEN.NS': 0.3999600039996001, 'ISEC.NS': 0.38786121387861217, 'DIXON.NS': 0.11628837116288371, 'POLYCAB.NS': 0.05929407059294071, 'BERGEPAINT.NS': 0.0365963403659634}",110712.44,110417.44
2020-02-03,2020-03-02,"{'RELAXO.NS': 0.0522, 'AMBER.NS': 0.3167, 'ADANIGREEN.NS': 0.4, 'ISEC.NS': 0.2311}",97756.41,97219.93
2020-03-02,2020-04-01,"{'ALKYLAMINE.NS': 0.29, 'ISEC.NS': 0.2522, 'TIPSINDLTD.NS': 0.2496, 'AFFLE.NS': 0.2082}",66034.25,65443.86
2020-04-01,2020-05-04,"{'IPCALAB.NS': 0.39996000399959997, 'NAVINFLUOR.NS': 0.35936406359364054, 'JBCHEPHARM.NS': 0.1610838916108389, 'TIPSINDLTD.NS': 0.0795920407959204}",77511.14,76610.14
2020-05-04,2020-06-01,"{'GMMPFAUDLR.NS': 0.125, 'IPCALAB.NS': 0.125, 'JBCHEPHARM.NS': 0.125, 'NAVINFLUOR.NS': 0.125, 'DIVISLAB.NS': 0.125, 'TORNTPHARM.NS': 0.125, 'NESTLEIND.NS': 0.125, 'INDOCO.NS': 0.125}",80262.69,79041.71
2020-06-01,2020-07-01,"{'IOLCP.NS': 0.4019696512913275, 'GMMPFAUDLR.NS': 0.4019696512913275, 'JBCHEPHARM.NS': 0.10199979901517435, 'AARTIDRUGS.NS': 0.09406089840217063}",95863.08,94160.78
2020-07-01,2020-08-03,"{'AARTIDRUGS.NS': 0.3999600039996001, 'INDIACEM.NS': 0.1847815218478152, 'JBCHEPHARM.NS': 0.015298470152984701, 'GMMPFAUDLR.NS': 0.3999600039996001}",107201.49,105029.85
2020-08-03,2020-09-01,"{'PATANJALI.NS': 0.40623984400389995, 'IOLCP.NS': 0.40623984400389995, 'AARTIDRUGS.NS': 0.1875203119922002}",120033.03,117325.45
2020-09-01,2020-10-01,"{'AARTIDRUGS.NS': 0.3999600039996001, 'TANLA.NS': 0.3999600039996001, 'TATACOMM.NS': 0.026997300269973004, 'LAURUSLABS.NS': 0.1730826917308269}",146186.74,142557.21
2020-10-01,2020-11-02,"{'TANLA.NS': 0.39992001599680066, 'MASTEK.NS': 0.39992001599680066, 'BSOFT.NS': 0.08718256348730254, 'SAREGAMA.NS': 0.035292941411717654, 'TIPSINDLTD.NS': 0.07768446310737853}",158222.99,153909.62
2020-11-02,2020-12-01,"{'TANLA.NS': 0.39992001599680066, 'GOKEX.NS': 0.20275944811037794, 'SAREGAMA.NS': 0.18656268746250748, 'ADANIENT.NS': 0.15606878624275144, 'AMBER.NS': 0.027594481103779243, 'APLAPOLLO.NS': 0.027094581083783244}",229459.37,222718.0
2020-12-01,2021-01-01,"{'TANLA.NS': 0.3999600039996001, 'CGPOWER.NS': 0.3999600039996001, 'ICIL.NS': 0.20007999200079993}",234755.28,227345.32
2021-01-01,2021-02-01,"{'SONATSOFTW.NS': 0.15788421157884214, 'ASIANPAINT.NS': 0.1050894910508949, 'ADANIENT.NS': 0.3999600039996001, 'CGCL.NS': 0.33706629337066296}",250237.14,241786.5
2021-02-01,2021-03-01,"{'RKFORGE.NS': 0.3999600039996001, 'IFBIND.NS': 0.3999600039996001, 'ADANIENT.NS': 0.15158484151584842, 'SOMANYCERA.NS': 0.04849515048495151}",272614.55,262820.21
2021-03-01,2021-04-01,"{'SOMANYCERA.NS': 0.16666666666666666, 'ROUTE.NS': 0.16666666666666666, 'RELAXO.NS': 0.16666666666666666, 'VOLTAS.NS': 0.16666666666666666, 'HAVELLS.NS': 0.16666666666666666, 'ULTRACEMCO.NS': 0.16666666666666666}",269904.5,259565.53
2021-04-01,2021-05-03,"{'ADANIENT.NS': 0.3999600039996001, 'INTELLECT.NS': 0.3999600039996001, 'MAHLIFE.NS': 0.20007999200079993}",274434.59,263328.09
2021-05-03,2021-06-01,"{'ADANIENT.NS': 0.39996000399959997, 'PRAJIND.NS': 0.20007999200079987, 'GRAPHITE.NS': 0.39996000399959997}",306628.21,293588.82
2021-06-01,2021-07-01,"{'ADANIENT.NS': 0.08489151084891511, 'ATGL.NS': 0.3999600039996001, 'SAREGAMA.NS': 0.3670632936706329, 'GRAPHITE.NS': 0.14808519148085192}",285175.6,272392.48
2021-07-01,2021-08-02,"{'ADANIENT.NS': 0.3580641935806419, 'PRAJIND.NS': 0.33806619338066196, 'ELECON.NS': 0.30386961303869614}",288742.17,275175.18
2021-08-02,2021-09-01,"{'RAJRATAN.NS': 0.3333333333333333, 'SAREGAMA.NS': 0.3333333333333333, 'DALMIASUG.NS': 0.3333333333333333}",255311.72,242721.51
2021-09-01,2021-10-01,"{'JSWENERGY.NS': 0.3999600039996001, 'HIKAL.NS': 0.3999600039996001, 'ELECON.NS': 0.20007999200079993}",298740.61,283405.79
2021-10-01,2021-11-01,"{'JSWENERGY.NS': 0.3999600039996001, 'TIRUMALCHM.NS': 0.3999600039996001, 'MASTEK.NS': 0.20007999200079993}",273204.04,258559.05
2021-11-01,2021-12-01,"{'MANINFRA.NS': 0.39996000399959997, 'HGINFRA.NS': 0.28687131286871304, 'GANESHHOUC.NS': 0.2677732226777321, 'IRCTC.NS': 0.045395460453954595}",254652.71,240410.16
2021-12-01,2022-01-03,"{'TRIDENT.NS': 0.4, 'MANINFRA.NS': 0.3869, 'LODHA.NS': 0.1076, 'TIIL.NS': 0.1055}",277738.85,261605.11
2022-01-03,2022-02-01,"{'BCG.NS': 0.125, 'OLECTRA.NS': 0.125, 'PERSISTENT.NS': 0.125, 'ESABINDIA.NS': 0.125, 'BAJAJHLDNG.NS': 0.125, 'TRIDENT.NS': 0.125, 'LAOPALA.NS': 0.125, 'SBCL.NS': 0.125}",276203.94,259471.36
2022-02-01,2022-03-02,"{'JINDWORLD.NS': 0.3999600039996001, 'SBCL.NS': 0.20937906209379062, 'MANINFRA.NS': 0.1700829917008299, 'TRIDENT.NS': 0.22057794220577942}",250609.48,234835.43
2022-03-02,2022-04-01,"{'TRIDENT.NS': 0.4, 'ADANIGREEN.NS': 0.2264, 'GOKEX.NS': 0.112, 'BORORENEW.NS': 0.1962, 'TV18BRDCST.NS': 0.0654}",267631.85,250186.37
2022-04-01,2022-05-02,"{'TRIVENI.NS': 0.17948205179482046, 'NH.NS': 0.35246475352464746, 'PDSL.NS': 0.043895610438956095, 'GREENLAM.NS': 0.024197580241975797, 'ADANIGREEN.NS': 0.39996000399959997}",308384.68,287622.74
2022-05-02,2022-06-01,"{'GMDCLTD.NS': 0.3999600039996001, 'ADANIGREEN.NS': 0.3999600039996001, 'SHARDACROP.NS': 0.15158484151584842, 'RENUKA.NS': 0.04849515048495151}",254797.32,237015.14
