buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2022-06-01,2022-07-01,"{'HBLPOWER.NS': 0.027997200279971997, 'BLS.NS': 0.39996000399959997, 'SCHAEFFLER.NS': 0.30896910308969094, 'NAVA.NS': 0.2630736926307369}",252807.01,234591.73
2022-07-01,2022-08-01,"{'CHENNPETRO.NS': 0.3999600039996001, 'ADANIPOWER.NS': 0.3999600039996001, 'BLS.NS': 0.12918708129187081, 'AWL.NS': 0.07089291070892911}",280558.22,259743.41
2022-08-01,2022-09-01,"{'BLS.NS': 0.39996000399959997, 'SCHAEFFLER.NS': 0.20007999200079987, 'ELECON.NS': 0.39996000399959997}",298939.67,276131.13
2022-09-01,2022-10-03,"{'ADANIPOWER.NS': 0.4, 'ELECON.NS': 0.3019, 'BLS.NS': 0.2212, 'APARINDS.NS': 0.0769}",280917.32,258839.85
2022-10-03,2022-11-01,"{'ELECON.NS': 0.35916408359164087, 'BLS.NS': 0.3140685931406859, 'RAJRATAN.NS': 0.3120687931206879, 'UJJIVAN.NS': 0.014698530146985302}",286730.62,263564.28
2022-11-01,2022-12-01,"{'KARURVYSYA.NS': 0.3999600039996001, 'SAFARI.NS': 0.25537446255374463, 'APARINDS.NS': 0.253974602539746, 'ELECON.NS': 0.09069093090690931}",293674.64,269299.26
2022-12-01,2023-01-02,"{'MAZDOCK.NS': 0.40205045733239525, 'KARURVYSYA.NS': 0.3268670218112373, 'APARINDS.NS': 0.11699668308372702, 'BLS.NS': 0.08955673937079103, 'UJJIVAN.NS': 0.043019398934566286, 'JTEKTINDIA.NS': 0.021509699467283143}",290889.39,266061.19
2023-01-02,2023-02-01,"{'MAZDOCK.NS': 0.4, 'KARURVYSYA.NS': 0.3814, 'SOUTHBANK.NS': 0.1598, 'RVNL.NS': 0.0588}",275778.77,251608.3
2023-02-01,2023-03-01,"{'RVNL.NS': 0.40160642570281124, 'SOUTHBANK.NS': 0.29839357429718877, 'JWL.NS': 0.26224899598393575, 'PRUDENT.NS': 0.03775100401606426}",236844.76,215506.64
2023-03-01,2023-04-03,"{'JSL.NS': 0.40000000000000013, 'JTLIND.NS': 0.15140000000000003, 'PNBHOUSING.NS': 0.14140000000000003, 'APARINDS.NS': 0.11040000000000003, 'SUPREMEIND.NS': 0.08110000000000002, 'KPITTECH.NS': 0.06940000000000002, 'TI.NS': 0.03070000000000001, 'OIL.NS': 0.015600000000000003}",235308.82,213501.08
2023-04-03,2023-05-02,"{'JSL.NS': 0.39996000399959997, 'APARINDS.NS': 0.1617838216178382, 'JBMA.NS': 0.12208779122087789, 'OIL.NS': 0.12158784121587839, 'SONATSOFTW.NS': 0.10058994100589938, 'SUNFLAG.NS': 0.093990600939906}",241479.28,218523.68
2023-05-02,2023-06-01,"{'TIIL.NS': 0.1788642271545691, 'JBMA.NS': 0.1822635472905419, 'SAKSOFT.NS': 0.16706658668266347, 'MARKSANS.NS': 0.11777644471105779, 'SONATSOFTW.NS': 0.11407718456308738, 'APARINDS.NS': 0.08338332333533294, 'SURYAROSNI.NS': 0.08028394321135773, 'CYIENT.NS': 0.07628474305138973}",264996.3,239165.12
2023-06-01,2023-07-03,"{'KAYNES.NS': 0.24127587241275872, 'SAKSOFT.NS': 0.18348165183481652, 'NEWGEN.NS': 0.1376862313768623, 'JBMA.NS': 0.1421857814218578, 'AGI.NS': 0.1140885911408859, 'TDPOWERSYS.NS': 0.09309069093090691, 'RKFORGE.NS': 0.052394760523947606, 'TIIL.NS': 0.0357964203579642}",319445.33,287586.59
2023-07-03,2023-08-01,"{'SAKSOFT.NS': 0.1742825717428257, 'BECTORFOOD.NS': 0.15378462153784617, 'NEWGEN.NS': 0.15838416158384158, 'CYIENT.NS': 0.12888711128887106, 'SONATSOFTW.NS': 0.10128987101289869, 'KAYNES.NS': 0.10358964103589638, 'CHENNPETRO.NS': 0.09849015098490149, 'AUROPHARMA.NS': 0.08129187081291869}",345027.06,309817.02
2023-08-01,2023-09-01,"{'GLENMARK.NS': 0.33443311337732456, 'POWERMECH.NS': 0.28694261147770445, 'KIRLOSBROS.NS': 0.17536492701459708, 'NEULANDLAB.NS': 0.11757648470305938, 'ACE.NS': 0.08568286342731454}",334841.85,299911.21
2023-09-01,2023-10-03,"{'RKFORGE.NS': 0.4019292604501608, 'RECLTD.NS': 0.18940916398713828, 'ACE.NS': 0.15856109324758844, 'NEULANDLAB.NS': 0.14539790996784566, 'ANANTRAJ.NS': 0.10470257234726689}",328762.88,293721.4
2023-10-03,2023-11-01,"{'BSE.NS': 0.31426857314268575, 'MAZDOCK.NS': 0.20047995200479954, 'SUZLON.NS': 0.19068093190680932, 'HSCL.NS': 0.16578342165783422, 'RESPONIND.NS': 0.1287871212878712}",363013.48,323546.37
2023-11-01,2023-12-01,"{'GRAVITA.NS': 0.12748725127487248, 'SUZLON.NS': 0.39996000399959997, 'BSE.NS': 0.39996000399959997, 'MAPMYINDIA.NS': 0.07259274072592739}",460597.65,409633.11
2023-12-01,2023-12-29,"{'GRAVITA.NS': 0.3333333333333333, 'SUZLON.NS': 0.3333333333333333, 'BSE.NS': 0.3333333333333333}",437574.75,388209.66
