buy_date,sell_date,portfolio,investment_value,after rebalancing cost
2020-01-01,2020-04-01,"{'BERGEPAINT.NS': 0.4010829238945152, 'WHIRLPOOL.NS': 0.2294194324676627, 'RELAXO.NS': 0.307931414820014, 'PHOENIXLTD.NS': 0.061566228817808086}",88123.4,87867.4
2020-04-01,2020-07-01,"{'ABBOTINDIA.NS': 0.400600901352028, 'IPCALAB.NS': 0.400600901352028, 'ALKYLAMINE.NS': 0.19879819729594392}",110699.3,110128.72
2020-07-01,2020-10-01,"{'IOLCP.NS': 0.3999600039996001, 'IPCALAB.NS': 0.2097790220977902, 'JBCHEPHARM.NS': 0.3902609739026097}",157617.45,156487.04
2020-10-01,2021-01-01,"{'IOLCP.NS': 0.40318516278600947, 'SONATSOFTW.NS': 0.193629674427981, 'ALKYLAMINE.NS': 0.40318516278600947}",181471.31,179779.82
2021-01-01,2021-04-01,"{'DIVISLAB.NS': 0.049695030496950295, 'TIINDIA.NS': 0.19638036196380357, 'BAJFINANCE.NS': 0.1397860213978602, 'LTIM.NS': 0.20197980201979798, 'ASTRAL.NS': 0.16408359164083589, 'TECHM.NS': 0.24807519248075185}",212139.62,209670.27
2021-04-01,2021-07-01,"{'CGCL.NS': 0.1300869913008699, 'TIINDIA.NS': 0.2596740325967403, 'SONATSOFTW.NS': 0.06009399060093991, 'DEEPAKNTR.NS': 0.09609039096090391, 'ASTRAL.NS': 0.027997200279972004, 'LINDEINDIA.NS': 0.3851614838516148, 'ALKYLAMINE.NS': 0.0408959104089591}",231510.92,228256.08
2021-07-01,2021-10-01,"{'DALMIASUG.NS': 0.40245497534963276, 'COSMOFIRST.NS': 0.27950498038031996, 'ALKYLAMINE.NS': 0.3180400442700473}",264444.58,260180.72
2021-10-01,2022-01-03,"{'SRF.NS': 0.3999600039996001, 'LALPATHLAB.NS': 0.024397560243975606, 'NAUKRI.NS': 0.11728827117288271, 'SONATSOFTW.NS': 0.23457654234576542, 'BALRAMCHIN.NS': 0.12818718128187181, 'ALKYLAMINE.NS': 0.09559044095590441}",270159.74,265167.73
2022-01-03,2022-04-01,"{'UNOMINDA.NS': 0.2744, 'NEOGEN.NS': 0.2823, 'KPRMILL.NS': 0.3985, 'TECHM.NS': 0.0448}",242507.09,237446.05
2022-04-01,2022-07-01,"{'ADANIGREEN.NS': 0.25537446255374463, 'NH.NS': 0.040995900409959006, 'GREENPANEL.NS': 0.3999600039996001, 'RHIM.NS': 0.30366963303669636}",205843.98,201032.09
2022-07-01,2022-10-03,"{'CGCL.NS': 0.1938612277544491, 'SCHAEFFLER.NS': 0.2534493101379724, 'COROMANDEL.NS': 0.01779644071185763, 'VBL.NS': 0.21745650869826036, 'SHOPERSTOP.NS': 0.31743651269746054}",283760.0,276556.71
2022-10-03,2023-01-02,"{'FCL.NS': 0.27214557088582286, 'TDPOWERSYS.NS': 0.16656668666266747, 'SCHAEFFLER.NS': 0.16136772645470904, 'ELECON.NS': 0.39992001599680066}",272668.71,265122.97
2023-01-02,2023-04-03,"{'CIEINDIA.NS': 0.0679, 'TIINDIA.NS': 0.1137, 'SAFARI.NS': 0.2426, 'ADANIENT.NS': 0.4, 'RHIM.NS': 0.1758}",214679.75,208168.78
2023-04-03,2023-07-03,"{'JBMA.NS': 0.22567743225677434, 'CUMMINSIND.NS': 0.24357564243575644, 'JSL.NS': 0.3999600039996001, 'PERSISTENT.NS': 0.1307869213078692}",288796.99,279470.14
2023-07-03,2023-10-03,"{'SAKSOFT.NS': 0.39996000399959997, 'APARINDS.NS': 0.13348665133486648, 'TITAGARH.NS': 0.39996000399959997, 'SAFARI.NS': 0.06659334066593339}",378297.52,365348.2
2023-10-03,2023-12-29,"{'APARINDS.NS': 0.2281771822817718, 'TI.NS': 0.075992400759924, 'ELECON.NS': 0.14998500149985, 'NAVA.NS': 0.22777722227777222, 'PFC.NS': 0.2786721327867213, 'KEI.NS': 0.039396060393960604}",462084.37,445324.98
